PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Acox3,Peroxisomal acyl-coenzyme A oxidase 3,Q9EPL9,ACOX3_MOUSE,"mitochondrion,peroxisome,peroxisomal matrix,membrane","fatty acid beta-oxidation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase","acyl-CoA dehydrogenase activity,receptor binding,pristanoyl-CoA oxidase activity,flavin adenine dinucleotide binding,FAD binding",3.944235908990863E-21,32,32,34,29,34,31,33,Filtered,32,32,34,29,34,31,33,Filtered,249.33766174316406,148.94480895996094,292.61676025390625,130.60903930664062,277.8273010253906,110.2113037109375,256.687255859375,Filtered
Upf1,Regulator of nonsense transcripts 1;Isoform 2 of Regulator of nonsense transcripts 1,Q9EPU0;Q9EPU0-2,RENT1_MOUSE,"nuclear chromosome, telomeric region,chromatin,cytoplasmic mRNA processing body,nucleus,nucleoplasm,exon-exon junction complex,supraspliceosomal complex;","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay,nuclear-transcribed mRNA catabolic process,DNA replication,DNA repair,regulation of translational termination,dosage compensation by inactivation of X chromosome,telomere maintenance via semi-conservative replication,regulation of telomere maintenance,cell cycle phase transition,positive regulation of mRNA catabolic process,3'-UTR-mediated mRNA destabilization,histone mRNA catabolic process,cellular response to lipopolysaccharide,cellular response to interleukin-1;","chromatin binding,RNA binding,ATP-dependent RNA helicase activity,protein binding,ATP binding,zinc ion binding,telomeric DNA binding;",7.845733966243302E-18,26,30,27,26,28,29,27,Filtered,26,30,27,26,28,29,27,Filtered,32.07678985595703,40.89295959472656,32.628108978271484,54.97713851928711,33.45058822631836,50.171451568603516,30.329696655273438,Filtered
Cpsf1,Cleavage and polyadenylation specificity factor subunit 1,Q9EPU4,CPSF1_MOUSE,"nucleoplasm,mRNA cleavage and polyadenylation specificity factor complex","mRNA polyadenylation,mRNA cleavage","mRNA binding,enzyme binding,mRNA 3'-UTR AU-rich region binding",0.0007143008995351393,1,1,2,2,2,2,1,Filtered,1,1,2,2,2,2,1,Filtered,7.94554328918457,15.078829765319824,3.8284826278686523,10.362188339233398,6.253300189971924,8.222572326660156,5.957932949066162,Filtered
Hsd17b11,Estradiol 17-beta-dehydrogenase 11,Q9EQ06,DHB11_MOUSE,"extracellular region,cytoplasm,lipid particle","steroid biosynthetic process,androgen catabolic process,oxidation-reduction process","estradiol 17-beta-dehydrogenase activity,steroid dehydrogenase activity",1.5953908029257491E-25,20,22,22,21,22,20,21,Filtered,20,22,22,21,22,20,21,Filtered,233.64797973632812,115.59494018554688,284.15667724609375,261.91357421875,175.26351928710938,94.93281555175781,259.270751953125,Filtered
Aldh6a1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",Q9EQ20,MMSA_MOUSE,"nucleoplasm,mitochondrion,extracellular exosome","thymine catabolic process,valine catabolic process,brown fat cell differentiation,oxidation-reduction process","RNA binding,methylmalonate-semialdehyde dehydrogenase (acylating) activity,malonate-semialdehyde dehydrogenase (acetylating) activity",6.223717837129023E-29,55,51,56,49,57,50,54,4,55,51,56,49,57,50,54,4,1797.84619140625,974.3602294921875,1893.06103515625,511.8085632324219,1917.41162109375,870.117431640625,1768.35400390625,1502.5113525390625
Hamp,Hepcidin,Q9EQ21,HEPC_MOUSE,"extracellular region,extracellular space,nucleus","negative regulation of transcription from RNA polymerase II promoter,myeloid cell homeostasis,cellular iron ion homeostasis,JAK-STAT cascade,regulation of receptor activity,cellular response to extracellular stimulus,negative regulation of iron ion transmembrane transport,defense response to bacterium,positive regulation of macrophage activation,negative regulation of bone resorption,positive regulation of transcription from RNA polymerase II promoter,negative regulation of inflammatory response,defense response to fungus,iron ion homeostasis,positive regulation of cellular protein catabolic process","hormone activity,copper ion binding",1.0592780770051421E-16,2,4,2,4,1,3,1,Filtered,0,4,0,4,0,3,1,Filtered,NaN,20.28772735595703,NaN,6.774845600128174,NaN,4.1526780128479,0.8991875648498535,Filtered
Nif3l1,NIF3-like protein 1,Q9EQ80,NIF3L_MOUSE,"nucleus,cytoplasm,mitochondrion","neuron differentiation,positive regulation of transcription, DNA-templated,negative regulation of nucleic acid-templated transcription","protein binding,transcription factor binding,identical protein binding",8.987798675999788E-20,2,2,2,3,3,2,2,Filtered,2,2,2,3,3,2,2,Filtered,9.32363510131836,12.980504989624023,12.074051856994629,9.154314994812012,11.810074806213379,9.646150588989258,6.370693683624268,Filtered
Col4a3bp,Collagen type IV alpha-3-binding protein;Isoform 2 of Collagen type IV alpha-3-binding protein,Q9EQG9;Q9EQG9-2,C43BP_MOUSE,"nucleoplasm,mitochondrion,endoplasmic reticulum,Golgi apparatus,cytosol,perinuclear region of cytoplasm;","cell morphogenesis,in utero embryonic development,heart morphogenesis,ceramide metabolic process,muscle contraction,endoplasmic reticulum organization,signal transduction,cell proliferation,phosphorylation,response to endoplasmic reticulum stress,ER to Golgi ceramide transport,lipid homeostasis,mitochondrion morphogenesis,Requires Ontology;","kinase activity,phosphatidylinositol-4-phosphate binding,ceramide binding,Requires Ontology;",0.00011026103030310204,2,2,1,2,2,1,1,Filtered,2,2,1,2,2,1,1,Filtered,2.08748722076416,2.270594835281372,1.9047980308532715,3.2525315284729004,1.5291653871536255,1.5637691020965576,1.3661911487579346,Filtered
Erap1,Endoplasmic reticulum aminopeptidase 1,Q9EQH2,ERAP1_MOUSE,"extracellular region,extracellular space,cytoplasm,endoplasmic reticulum membrane,plasma membrane,membrane,integral component of membrane,extracellular exosome","adaptive immune response,proteolysis,membrane protein ectodomain proteolysis,signal transduction,cell-cell signaling,regulation of blood pressure,antigen processing and presentation of endogenous peptide antigen via MHC class I,peptide catabolic process,positive regulation of angiogenesis","endopeptidase activity,aminopeptidase activity,interleukin-6 receptor binding,peptidase activity,metalloexopeptidase activity,zinc ion binding,peptide binding,metalloaminopeptidase activity",3.473122735835139E-14,8,10,8,10,8,9,6,Filtered,8,10,8,10,8,9,6,Filtered,15.868952751159668,19.1324520111084,22.49326515197754,40.7972297668457,11.472190856933594,35.146339416503906,20.55724334716797,Filtered
Vps35,Vacuolar protein sorting-associated protein 35,Q9EQH3,VPS35_MOUSE,"cytoplasm,lysosome,lysosomal membrane,endosome,early endosome,late endosome,cytosol,endosome membrane,postsynaptic density,integral component of membrane,retromer complex,retromer, cargo-selective complex,neuron projection,neuronal cell body,perinuclear region of cytoplasm,extracellular exosome,tubular endosome,mitochondrion-derived vesicle,mitochondrion","vacuolar protein processing,lysosome organization,positive regulation of gene expression,negative regulation of gene expression,regulation of mitochondrion organization,regulation of protein stability,protein destabilization,regulation of cellular protein metabolic process,negative regulation of protein homooligomerization,protein localization to organelle,retrograde transport, endosome to Golgi,mitochondrial fragmentation involved in apoptotic process,transcytosis,negative regulation of inflammatory response,voluntary musculoskeletal movement,positive regulation of dopamine receptor signaling pathway,negative regulation of cell death,positive regulation of Wnt protein secretion,positive regulation of mitochondrial fission,positive regulation of canonical Wnt signaling pathway,positive regulation of locomotion involved in locomotory behavior,mitochondrion to lysosome transport,neurotransmitter receptor transport, endosome to plasma membrane,negative regulation of neuron death,negative regulation of late endosome to lysosome transport,regulation of dendritic spine maintenance,positive regulation of dopamine biosynthetic process,positive regulation of cellular protein catabolic process,negative regulation of cellular protein localization,negative regulation of lysosomal protein catabolic process,retrograde transport, endosome to plasma membrane,regulation of terminal button organization","protein binding,protein transporter activity,D1 dopamine receptor binding",1.7515831600847458E-28,28,29,28,26,29,30,29,Filtered,28,29,28,26,29,30,29,Filtered,126.02081298828125,189.52520751953125,127.46400451660156,153.7348175048828,122.4428482055664,139.15638732910156,120.82675170898438,Filtered
Ppbp,"Chemokine (C-X-C motif) ligand 7, isoform CRA_b",Q9EQI5,Q9EQI5_MOUSE,extracellular space,"leukocyte migration involved in inflammatory response,immune response,G-protein coupled receptor signaling pathway,response to lipopolysaccharide,regulation of cell proliferation,cell chemotaxis,chemokine-mediated signaling pathway,positive regulation of neutrophil chemotaxis","chemokine activity,CXCR chemokine receptor binding",2.0848040292910866E-22,2,1,2,2,2,2,2,Filtered,2,1,2,2,2,2,2,Filtered,56.293357849121094,2.208193302154541,35.02973556518555,47.70838165283203,24.40555763244629,8.6372709274292,48.988555908203125,Filtered
Mrpl46,"39S ribosomal protein L46, mitochondrial",Q9EQI8,RM46_MOUSE,"nucleoplasm,mitochondrion,mitochondrial large ribosomal subunit,cell junction",biological_process,"structural constituent of ribosome,hydrolase activity",1.2158244012405577E-08,4,3,4,4,4,4,3,Filtered,4,3,4,4,4,4,3,Filtered,14.935302734375,10.471406936645508,15.043783187866211,5.46577787399292,14.184344291687012,12.248979568481445,13.031631469726562,Filtered
Ehd4,EH domain-containing protein 4,Q9EQP2,EHD4_MOUSE,"endoplasmic reticulum,plasma membrane,membrane,early endosome membrane,perinuclear region of cytoplasm,recycling endosome membrane,extracellular exosome","pinocytosis,regulation of endocytosis,endocytic recycling,positive regulation of peptidyl-tyrosine phosphorylation,protein homooligomerization,cellular response to growth factor stimulus","calcium ion binding,protein binding,ATP binding,GTP binding,cadherin binding",9.553451563761093E-27,20,20,21,17,22,20,19,Filtered,20,20,21,17,22,20,19,Filtered,65.53868103027344,104.01974487304688,59.651607513427734,44.468467712402344,68.50647735595703,68.41039276123047,60.246604919433594,Filtered
Mgea5,Protein O-GlcNAcase;Isoform 3 of Protein O-GlcNAcase,Q9EQQ9;Q9EQQ9-3,OGA_MOUSE,"nucleus,cytosol,membrane;","N-acetylglucosamine metabolic process,protein deglycosylation,glycoprotein metabolic process;","protein binding,beta-N-acetylglucosaminidase activity,Requires Ontology;",3.524289899594758E-21,4,6,5,4,5,7,4,Filtered,4,6,5,4,5,7,4,Filtered,7.708363056182861,9.549120903015137,8.99512767791748,10.460347175598145,3.7348949909210205,11.879510879516602,3.8664112091064453,Filtered
Mycbp,C-Myc-binding protein,Q9EQS3,MYCBP_MOUSE,"nucleus,cytoplasm,mitochondrion,cytosol","transcription, DNA-templated,regulation of transcription, DNA-templated",transcription coactivator activity,3.362491793873086E-11,6,6,6,6,5,6,5,Filtered,6,6,6,6,5,6,5,Filtered,31.418546676635742,48.14958572387695,22.80103874206543,25.737445831298828,28.813762664794922,34.75210189819336,23.64634895324707,Filtered
Stx12,Syntaxin-12,Q9ER00,STX12_MOUSE,"Golgi membrane,pre-autophagosomal structure,endosome membrane,endomembrane system,integral component of membrane,SNARE complex,vesicle,membrane raft,phagocytic vesicle,extracellular exosome,BLOC-1 complex","autophagosome assembly,intracellular protein transport,vesicle fusion,cholesterol efflux,vesicle docking,protein stabilization","SNARE binding,SNAP receptor activity,protein binding",1.3128728647731745E-09,3,4,3,4,3,4,3,Filtered,3,4,3,4,3,4,3,Filtered,9.719758987426758,15.58244800567627,10.15228271484375,16.013383865356445,7.235279083251953,17.73004150390625,9.240403175354004,Filtered
Cars,"Cysteine--tRNA ligase, cytoplasmic;Isoform 2 of Cysteine--tRNA ligase, cytoplasmic",Q9ER72;Q9ER72-2,SYCC_MOUSE,"cytoplasm,cytosol;",cysteinyl-tRNA aminoacylation;,"tRNA binding,cysteine-tRNA ligase activity,ATP binding,protein homodimerization activity,metal ion binding;",2.811932673902714E-21,5,7,4,7,6,6,4,Filtered,5,7,4,7,6,6,4,Filtered,20.007061004638672,13.605819702148438,24.28339958190918,23.820232391357422,10.324484825134277,18.12198829650879,17.206132888793945,Filtered
Snap29,Synaptosomal-associated protein 29,Q9ERB0,SNP29_MOUSE,"Golgi membrane,autophagosome membrane,nucleoplasm,cytoplasm,autophagosome,centrosome,cytosol,plasma membrane,ciliary pocket membrane,SNARE complex,cytoplasmic vesicle,presynapse","protein transport,synaptic vesicle priming,autophagosome docking,synaptic vesicle fusion to presynaptic active zone membrane,cilium morphogenesis,autophagosome maturation","SNAP receptor activity,syntaxin binding",9.076011365839622E-24,4,4,4,4,4,4,4,Filtered,4,4,4,4,4,4,4,Filtered,19.694252014160156,28.304651260375977,22.866607666015625,18.62929344177246,16.918560028076172,20.66139793395996,22.44046401977539,Filtered
Tubb3,Tubulin beta-3 chain,Q9ERD7,TBB3_MOUSE,"intracellular,nucleus,cytoplasm,microtubule,microtubule cytoskeleton,axon,dendrite,neuronal cell body,extracellular exosome,cell periphery","mitotic cell cycle,cytoskeleton organization,microtubule-based process,axon guidance","GTPase activity,structural constituent of cytoskeleton,protein binding,GTP binding,peptide binding",0.0002972294387389414,1,2,2,3,2,1,Filtered,Filtered,0,2,2,3,2,1,Filtered,Filtered,NaN,12.987770080566406,3.856070041656494,1.9002245664596558,3.815420627593994,3.5034046173095703,Filtered,Filtered
Mesdc2,LDLR chaperone MESD,Q9ERE7,MESD_MOUSE,"endoplasmic reticulum,plasma membrane","protein folding,phagocytosis,mesoderm development,Wnt signaling pathway,protein localization to cell surface,positive regulation of skeletal muscle acetylcholine-gated channel clustering","protein binding,identical protein binding,low-density lipoprotein particle receptor binding",6.111424563313223E-11,2,3,3,3,3,2,2,Filtered,2,3,3,3,3,2,2,Filtered,9.668499946594238,10.11943531036377,9.979008674621582,18.04378890991211,10.34372329711914,9.660780906677246,8.943617820739746,Filtered
Wdr61,WD repeat-containing protein 61,Q9ERF3,WDR61_MOUSE,"nucleus,nucleoplasm,cytoplasm,cytosol,Cdc73/Paf1 complex,transcriptionally active chromatin,Ski complex","transcription, DNA-templated,Wnt signaling pathway,positive regulation of transcription elongation from RNA polymerase II promoter,negative regulation of myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of histone H3-K4 methylation,histone H3-K4 trimethylation,positive regulation of histone H3-K79 methylation",molecular_function,0.00024265010894863125,2,8,4,4,6,7,5,Filtered,2,8,4,4,6,7,5,Filtered,7.5758233070373535,11.553479194641113,13.236872673034668,10.380611419677734,7.278829097747803,8.069900512695312,7.689615249633789,Filtered
Lima1,LIM domain and actin-binding protein 1,Q9ERG0,LIMA1_MOUSE,"stress fiber,cytoplasm,brush border,focal adhesion,actin cytoskeleton,cleavage furrow","negative regulation of actin filament depolymerization,ruffle organization,actin filament bundle assembly","actin monomer binding,protein binding,cadherin binding,metal ion binding,actin filament binding",7.020580109433181E-13,13,14,13,12,14,14,14,Filtered,13,14,13,12,14,14,14,Filtered,65.02854919433594,88.09183502197266,66.08977508544922,77.64302825927734,57.2368278503418,108.77513885498047,76.8429183959961,Filtered
Rdh14,Retinol dehydrogenase 14,Q9ERI6,RDH14_MOUSE,"nucleus,mitochondrion,lysosomal membrane,endoplasmic reticulum,membrane","osteoblast differentiation,retinol metabolic process,oxidation-reduction process",alcohol dehydrogenase (NADP+) activity,2.2153018043700266E-12,5,4,4,5,5,4,5,Filtered,5,4,4,5,5,4,5,Filtered,38.63185501098633,10.481490135192871,35.819034576416016,15.449652671813965,35.04069900512695,16.392173767089844,30.812786102294922,Filtered
Cse1l,Exportin-2,Q9ERK4,XPO2_MOUSE,"nuclear envelope,nucleoplasm,cytosol,membrane,extracellular exosome","protein import into nucleus,protein export from nucleus","nuclear export signal receptor activity,protein binding,Ran GTPase binding",1.644679499049012E-33,19,27,19,23,20,20,16,1,19,27,19,23,20,20,16,1,5571.13330078125,7427.265625,4490.94384765625,7632.83740234375,4205.619140625,6170.54345703125,4306.54150390625,29835.39453125
Gucy1a3,Guanylate cyclase soluble subunit alpha-3,Q9ERL9,GCYA3_MOUSE,"plasma membrane,guanylate cyclase complex, soluble","cGMP biosynthetic process,signal transduction,regulation of blood pressure,positive regulation of cGMP biosynthetic process,intracellular signal transduction,response to defense-related host nitric oxide production,relaxation of vascular smooth muscle","guanylate cyclase activity,GTP binding,adenylate cyclase activity",0.003425153716341623,Filtered,1,Filtered,Filtered,Filtered,2,Filtered,Filtered,Filtered,1,Filtered,Filtered,Filtered,2,Filtered,Filtered,Filtered,2.8732287883758545,Filtered,Filtered,Filtered,7.094332695007324,Filtered,Filtered
Scamp2,Secretory carrier-associated membrane protein 2,Q9ERN0,SCAM2_MOUSE,"Golgi apparatus,integral component of membrane,transport vesicle,trans-Golgi network membrane,intracellular membrane-bounded organelle,recycling endosome membrane,extracellular exosome",protein transport,,1.552423319989762E-11,3,4,4,3,4,4,3,Filtered,3,4,4,3,4,4,3,Filtered,34.99658966064453,5.09115743637085,23.840585708618164,20.537139892578125,23.891183853149414,21.53028678894043,25.64860725402832,Filtered
Ndufa13,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Q9ERS2,NDUAD_MOUSE,"nucleus,nucleoplasm,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain,mitochondrial respiratory chain complex I,integral component of membrane,mitochondrial membrane,extracellular exosome","negative regulation of cell growth,mitochondrial respiratory chain complex I assembly,cellular response to interferon-beta,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,protein import into mitochondrial inner membrane,positive regulation of protein catabolic process,negative regulation of transcription, DNA-templated,oxidation-reduction process,cellular response to retinoic acid,reactive oxygen species metabolic process,apoptotic signaling pathway,extrinsic apoptotic signaling pathway,negative regulation of intrinsic apoptotic signaling pathway","NADH dehydrogenase activity,ATP binding,NADH dehydrogenase (ubiquinone) activity",8.686087102334068E-25,6,7,8,6,8,6,7,Filtered,6,7,8,6,8,6,7,Filtered,333.06268310546875,264.7001953125,374.5205078125,161.08787536621094,367.43182373046875,162.60186767578125,290.211181640625,Filtered
