PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
Acat2,"Acetyl-CoA acetyltransferase, cytosolic",Q8CAY6,THIC_MOUSE,"nucleus,nucleolus,cytoplasm,mitochondrion,cytosol,extracellular exosome","fatty acid beta-oxidation,positive regulation of intestinal cholesterol absorption",acetyl-CoA C-acetyltransferase activity,1.141396764500925E-84,12,12,12,11,12,12,12,12,12,12,12,11,12,12,12,12,388.093994140625,341.445068359375,380.80999755859375,87.5220947265625,342.0755310058594,349.83673095703125,300.9537658691406,306.38067626953125
Naprt,Nicotinate phosphoribosyltransferase,Q8CC86,PNCB_MOUSE,"cytosol,extracellular exosome","response to oxidative stress,NAD biosynthetic process,nicotinate nucleotide salvage","nicotinate-nucleotide diphosphorylase (carboxylating) activity,nicotinate phosphoribosyltransferase activity,ligase activity",8.855106931604158E-42,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,136.8819580078125,96.98893737792969,132.56529235839844,35.00190353393555,103.4820327758789,121.94135284423828,83.5922622680664,76.00305938720703
Vwa8,von Willebrand factor A domain-containing protein 8,Q8CC88,VWA8_MOUSE,"extracellular region,mitochondrion",biological_process,"molecular_function,ATP binding,ATPase activity",1.6465555550528498E-77,32,30,32,28,32,32,31,31,32,30,32,28,32,32,31,31,550.0619506835938,242.47869873046875,684.3773193359375,130.9684295654297,654.3649291992188,558.8424072265625,144.26751708984375,260.086669921875
Nhlrc3,NHL repeat-containing protein 3,Q8CCH2,NHLC3_MOUSE,extracellular exosome,biological_process,molecular_function,1.9884773711185014E-47,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34.15339279174805,73.90744018554688,36.372013092041016,29.177688598632812,30.28072738647461,33.16830062866211,56.815608978271484,62.17186737060547
Txnl1,Thioredoxin-like protein 1,Q8CDN6,TXNL1_MOUSE,"proteasome complex,nucleus,cytoplasm,cytosol,extracellular exosome","cellular response to oxidative stress,cell redox homeostasis,oxidation-reduction process,cellular oxidant detoxification","thioredoxin-disulfide reductase activity,protein disulfide oxidoreductase activity,disulfide oxidoreductase activity,oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor,protein-disulfide reductase activity",2.2566580580325765E-60,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,115.43511962890625,211.903076171875,117.6622085571289,143.48927307128906,111.48292541503906,108.52059173583984,231.14756774902344,188.14505004882812
Amt,"Aminomethyltransferase, mitochondrial",Q8CFA2,GCST_MOUSE,"nucleoplasm,mitochondrion","glycine decarboxylation via glycine cleavage system,methylation","aminomethyltransferase activity,transaminase activity",2.213499016180977E-49,5,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,127.00286865234375,95.64046478271484,84.0394058227539,39.93281555175781,174.8683319091797,119.6049575805664,56.21034622192383,77.14989471435547
Akr7a2,Aflatoxin B1 aldehyde reductase member 2,Q8CG76,ARK72_MOUSE,"mitochondrion,Golgi apparatus,cytosol,extracellular exosome","daunorubicin metabolic process,doxorubicin metabolic process,oxidation-reduction process","oxidoreductase activity,phenanthrene-9,10-epoxide hydrolase activity",2.438598681636305E-83,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,882.4246215820312,406.10626220703125,881.8706665039062,183.1405029296875,857.5563354492188,884.8828125,302.84014892578125,463.6141357421875
Eprs,Bifunctional glutamate/proline--tRNA ligase,Q8CGC7,SYEP_MOUSE,"cytoplasm,cytosol,membrane,aminoacyl-tRNA synthetase multienzyme complex,intracellular ribonucleoprotein complex,GAIT complex","glutamyl-tRNA aminoacylation,prolyl-tRNA aminoacylation,negative regulation of translation,cellular response to interferon-gamma","glutamate-tRNA ligase activity,proline-tRNA ligase activity,ATP binding,zinc ion binding,RNA stem-loop binding,protein homodimerization activity,GTPase binding",2.552112700028749E-88,27,28,27,28,27,27,28,28,27,28,27,28,27,27,28,28,161.45933532714844,297.05462646484375,164.53530883789062,243.33045959472656,179.12957763671875,202.97970581054688,328.2242431640625,291.7767333984375
Tcerg1,Transcription elongation regulator 1;Isoform 2 of Transcription elongation regulator 1;Isoform 3 of Transcription elongation regulator 1,Q8CGF7;Q8CGF7-2;Q8CGF7-3,TCRG1_MOUSE,nucleoplasm;;,"negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated;;","RNA polymerase II repressing transcription factor binding,RNA polymerase II transcription corepressor activity,transcription factor activity, sequence-specific DNA binding,RNA binding,identical protein binding,proline-rich region binding;;",1.6582326791161801E-38,3,5,5,5,4,5,5,5,3,5,5,5,4,5,5,5,20.063926696777344,49.31874465942383,25.433673858642578,70.5702133178711,19.553752899169922,21.108320236206055,93.90281677246094,49.49392318725586
Lonp1,"Lon protease homolog, mitochondrial",Q8CGK3,LONM_MOUSE,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix,cytosol,membrane,mitochondrial nucleoid","response to hypoxia,proteolysis,misfolded or incompletely synthesized protein catabolic process,mitochondrion organization,aging,response to hormone,response to aluminum ion,cellular response to oxidative stress,cellular protein complex assembly,protein homooligomerization,proteolysis involved in cellular protein catabolic process,oxidation-dependent protein catabolic process","single-stranded DNA binding,single-stranded RNA binding,ATP-dependent peptidase activity,serine-type endopeptidase activity,ATP binding,ATPase activity,ADP binding,sequence-specific DNA binding,G-quadruplex DNA binding,DNA polymerase binding,mitochondrial light strand promoter anti-sense binding,mitochondrial heavy strand promoter anti-sense binding,mitochondrial light strand promoter sense binding,mitochondrial heavy strand promoter sense binding",3.235629383888544E-84,26,25,26,25,25,25,25,26,26,25,26,25,25,25,25,26,487.8453369140625,287.39703369140625,513.56201171875,196.7281036376953,550.0358276367188,486.35064697265625,230.02584838867188,306.384765625
Rab11fip3,Rab11 family-interacting protein 3;Isoform 2 of Rab11 family-interacting protein 3;Isoform 3 of Rab11 family-interacting protein 3,Q8CHD8;Q8CHD8-2;Q8CHD8-3,RFIP3_MOUSE,"nucleoplasm,endosome,centrosome,microtubule organizing center,membrane,midbody,cleavage furrow,intracellular membrane-bounded organelle,intercellular bridge,recycling endosome,recycling endosome membrane;;","cytokinesis,endocytic recycling,protein localization to cilium,negative regulation of adiponectin secretion;;","calcium ion binding,protein binding,Rab GTPase binding,ADP-ribosylation factor binding,protein homodimerization activity,dynein light intermediate chain binding;;",1.5986456885111321E-71,3,3,3,1,3,3,3,3,3,3,3,1,3,3,3,3,18.665515899658203,19.482423782348633,18.861223220825195,5.941857814788818,21.450984954833984,28.049659729003906,12.02672004699707,14.967909812927246
Pgp,Glycerol-3-phosphate phosphatase,Q8CHP8,PGP_MOUSE,cytosol,"glycerol biosynthetic process,glycerophospholipid metabolic process,dephosphorylation,peptidyl-tyrosine dephosphorylation,negative regulation of gluconeogenesis","glycerol-1-phosphatase activity,magnesium ion binding,protein tyrosine phosphatase activity,phosphoglycolate phosphatase activity,glycerol-3-phosphatase activity,nucleotide phosphatase activity, acting on free nucleotides",6.124432744254133E-72,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,115.39713287353516,100.44194793701172,130.3470916748047,63.52608871459961,103.04718780517578,118.15765380859375,102.49634552001953,95.83712768554688
Aldh4a1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",Q8CHT0,AL4A1_MOUSE,"mitochondrion,mitochondrial matrix","proline catabolic process to glutamate,oxidation-reduction process","1-pyrroline-5-carboxylate dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,identical protein binding",2.1530892427202923E-75,23,23,23,21,23,23,23,23,23,23,23,21,23,23,23,23,4018.04296875,1579.243896484375,4112.6220703125,757.128662109375,4141.40087890625,3859.736572265625,946.6163330078125,1536.463623046875
Pdlim5,PDZ and LIM domain protein 5,Q8CI51,PDLI5_MOUSE,"cytosol,cell-cell adherens junction,postsynaptic density,actin cytoskeleton,Z disc,neuron projection,postsynaptic membrane","regulation of synapse assembly,regulation of dendritic spine morphogenesis,cell-cell adhesion","protein binding,metal ion binding,cadherin binding involved in cell-cell adhesion",7.58979665861691E-83,15,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,117.40235900878906,308.9060974121094,103.68579864501953,307.7784423828125,99.03395080566406,112.7197265625,342.6910400390625,290.671142578125
Pygb,"Glycogen phosphorylase, brain form",Q8CI94,PYGB_MOUSE,"cytoplasm,membrane,axon,extracellular exosome",glycogen catabolic process,"glycogen phosphorylase activity,pyridoxal phosphate binding,Requires Ontology",5.974096880032202E-75,12,12,12,12,12,10,12,12,12,12,12,12,12,10,12,12,158.0875244140625,179.0377655029297,154.25767517089844,317.1634521484375,132.95835876464844,157.4297332763672,327.6390380859375,219.98764038085938
Fermt2,Fermitin family homolog 2,Q8CIB5,FERM2_MOUSE,"nucleus,nucleoplasm,cytoplasm,focal adhesion,cell cortex,cell surface,extrinsic component of cytoplasmic side of plasma membrane,lamellipodium membrane,I band,stress fiber,filamentous actin","cell-matrix adhesion,transforming growth factor beta receptor signaling pathway,integrin-mediated signaling pathway,regulation of cell shape,Wnt signaling pathway,integrin activation,substrate adhesion-dependent cell spreading,focal adhesion assembly,protein localization to membrane","phosphatidylinositol-3,4,5-trisphosphate binding",1.975585648584853E-65,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,63.82500457763672,80.32344055175781,54.483917236328125,96.28263854980469,44.21780776977539,49.428104400634766,126.10326385498047,98.44768524169922
Pak2,Serine/threonine-protein kinase PAK 2,Q8CIN4,PAK2_MOUSE,"nucleus,cytoplasm,cytosol,membrane,perinuclear region of cytoplasm","protein phosphorylation,apoptotic process,Rho protein signal transduction,regulation of mitotic cell cycle,phosphorylation,cell migration,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,actin cytoskeleton organization,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of growth,negative regulation of apoptotic process,regulation of MAPK cascade,protein autophosphorylation,positive regulation of peptidyl-tyrosine phosphorylation,dendritic spine development,positive regulation of protein tyrosine kinase activity,cellular response to organic cyclic compound,positive regulation of extrinsic apoptotic signaling pathway,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,protein kinase binding,protein tyrosine kinase activator activity,small GTPase binding,identical protein binding,cadherin binding,Rac GTPase binding",8.467167218915027E-74,10,10,9,10,10,10,10,10,10,10,9,10,10,10,10,10,74.59602355957031,156.9958953857422,78.56134033203125,204.22613525390625,74.76821899414062,67.99242401123047,208.61190795898438,217.41659545898438
Hmgcs1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",Q8JZK9,HMCS1_MOUSE,cytoplasm,"cholesterol biosynthetic process,isoprenoid biosynthetic process",hydroxymethylglutaryl-CoA synthase activity,2.6719204169743526E-44,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,148.92527770996094,136.54713439941406,154.97720336914062,62.98440170288086,109.30099487304688,90.11332702636719,80.62823486328125,95.30732727050781
Csde1,Cold shock domain-containing protein E1,Q8JZN2;Q91W50,Q8JZN2_MOUSE;CSDE1_MOUSE,";mitochondrial inner membrane,Golgi apparatus,cytosol,plasma membrane,CRD-mediated mRNA stability complex",";regulation of transcription, DNA-templated,nuclear-transcribed mRNA catabolic process, no-go decay",";DNA binding,RNA binding",2.377140662569921E-72,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,157.85479736328125,168.4327850341797,121.56761932373047,217.31211853027344,152.48468017578125,144.77099609375,186.34872436523438,203.86676025390625
Acad9,"Acyl-CoA dehydrogenase family member 9, mitochondrial",Q8JZN5,ACAD9_MOUSE,"nucleus,mitochondrion,dendrite,mitochondrial membrane","long-chain fatty acid metabolic process,mitochondrial respiratory chain complex I assembly,medium-chain fatty acid metabolic process,oxidation-reduction process","long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity",2.0923351249351384E-73,17,16,17,18,17,18,17,18,17,16,17,18,17,18,17,18,271.4519348144531,135.00277709960938,306.0313720703125,165.36990356445312,306.589111328125,253.86175537109375,89.22545623779297,112.51166534423828
Rhot2,Mitochondrial Rho GTPase 2,Q8JZN7,MIRO2_MOUSE,"mitochondrion,mitochondrial inner membrane,membrane,integral component of mitochondrial outer membrane,extracellular exosome","cellular homeostasis,mitochondrion transport along microtubule,mitochondrial outer membrane permeabilization","GTPase activity,calcium ion binding,GTP binding",1.0908855093779575E-68,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63.96535110473633,40.9202995300293,81.35803985595703,35.28926467895508,57.91390609741211,64.22521209716797,32.80437088012695,41.73491668701172
Afg3l2,AFG3-like protein 2,Q8JZQ2,AFG32_MOUSE,"mitochondrion,mitochondrial inner membrane,m-AAA complex","proteolysis,mitochondrion organization,axonogenesis,neuromuscular junction development,mitochondrial fusion,nerve development,mitochondrial protein processing,calcium ion transmembrane import into mitochondrion,regulation of multicellular organism growth,cristae formation,myelination,muscle fiber development,mitochondrial calcium ion homeostasis,righting reflex","metalloendopeptidase activity,ATP binding,metallopeptidase activity,zinc ion binding",2.393183365128297E-56,9,9,9,8,9,9,9,9,9,9,9,8,9,9,9,9,179.80929565429688,82.70970916748047,188.97154235839844,66.41622161865234,156.5218963623047,127.45051574707031,56.17299270629883,87.36566925048828
Eif3b,Eukaryotic translation initiation factor 3 subunit B,Q8JZQ9,EIF3B_MOUSE,"eukaryotic translation initiation factor 3 complex,extracellular exosome,eukaryotic translation initiation factor 3 complex, eIF3m","translational initiation,regulation of translational initiation,IRES-dependent viral translational initiation,viral translational termination-reinitiation","RNA binding,translation initiation factor activity,protein binding,translation initiation factor binding",1.7360365613771683E-75,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,104.25959014892578,175.96942138671875,114.73396301269531,164.15162658691406,111.06957244873047,110.68699645996094,190.60581970214844,182.98110961914062
Slc25a1,"Tricarboxylate transport protein, mitochondrial",Q8JZU2,TXTP_MOUSE,"nucleus,mitochondrion,mitochondrial inner membrane,integral component of membrane,extracellular exosome","mitochondrial transport,mitochondrial citrate transport,transmembrane transport",citrate transmembrane transporter activity,8.69324302361292E-73,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,334.0805969238281,232.95201110839844,341.9114074707031,243.94659423828125,334.4617919921875,348.7491760253906,171.01026916503906,255.86279296875
Amdhd2,N-acetylglucosamine-6-phosphate deacetylase,Q8JZV7,NAGA_MOUSE,nucleus,"carbohydrate metabolic process,N-acetylglucosamine catabolic process,N-acetylneuraminate catabolic process","N-acetylglucosamine-6-phosphate deacetylase activity,metal ion binding",1.2301447519403518E-69,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,103.67732238769531,98.71481323242188,100.43891906738281,70.55017852783203,118.87230682373047,129.7723388671875,107.43585968017578,87.30599212646484
Ugt3a2,UDP-glucuronosyltransferase 3A2,Q8JZZ0,UD3A2_MOUSE,"integral component of membrane,intracellular membrane-bounded organelle","metabolic process,cellular response to genistein","UDP-glycosyltransferase activity,glucuronosyltransferase activity",4.300635082142996E-82,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,918.9449462890625,692.7996215820312,1098.1298828125,1024.427490234375,1051.864501953125,851.2176513671875,299.6971740722656,427.5122375488281
Oplah,5-oxoprolinase,Q8K010,OPLA_MOUSE,cytosol,glutathione metabolic process,"ATP binding,5-oxoprolinase (ATP-hydrolyzing) activity",1.0039779949114102E-89,37,37,37,33,37,35,37,37,37,37,37,33,37,35,37,37,327.0895690917969,415.5155334472656,342.7780456542969,104.46298217773438,355.114013671875,321.8372802734375,358.92840576171875,464.0615539550781
Akr1c18,Aldo-keto reductase family 1 member C18;Isoform 2 of Aldo-keto reductase family 1 member C18,Q8K023;Q8K023-2,AKC1H_MOUSE,"intracellular,nucleus,cytoplasm,cytosol,extracellular exosome;","protein import into nucleus, translocation,progesterone catabolic process,G-protein coupled receptor signaling pathway,female pregnancy,parturition,positive regulation of cell proliferation,positive regulation of cell death,farnesol catabolic process,cellular response to reactive oxygen species,progesterone metabolic process,retinal metabolic process,daunorubicin metabolic process,doxorubicin metabolic process,regulation of retinoic acid receptor signaling pathway,positive regulation of protein kinase B signaling,oxidation-reduction process,testosterone biosynthetic process,cellular response to cadmium ion,cellular response to calcium ion,cellular response to follicle-stimulating hormone stimulus,cellular response to prostaglandin stimulus,cellular response to corticosteroid stimulus,cellular response to testosterone stimulus,cellular response to jasmonic acid stimulus,cellular response to transforming growth factor beta stimulus,cellular response to prostaglandin D stimulus,cellular response to gonadotropin-releasing hormone,negative regulation of retinoic acid biosynthetic process,cellular response to forskolin,cellular response to prolactin,regulation of testosterone biosynthetic process,positive regulation of endothelial cell apoptotic process,positive regulation of reactive oxygen species metabolic process;","retinal dehydrogenase activity,alditol:NADP+ 1-oxidoreductase activity,retinol dehydrogenase activity,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,phenanthrene 9,10-monooxygenase activity,dihydrotestosterone 17-beta-dehydrogenase activity,geranylgeranyl reductase activity,ketoreductase activity,17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity,androsterone dehydrogenase activity,ketosteroid monooxygenase activity,delta4-3-oxosteroid 5beta-reductase activity;",4.5546290704109415E-51,3,Filtered,3,1,3,2,1,Filtered,3,Filtered,3,1,3,2,1,Filtered,15.254451751708984,Filtered,24.09201431274414,18.12506866455078,18.528602600097656,7.6279473304748535,2.0359232425689697,Filtered
