PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Cpq,Carboxypeptidase Q;Isoform 2 of Carboxypeptidase Q,Q9WVJ3;Q9WVJ3-2,CBPQ_MOUSE,"extracellular space,cytoplasm,lysosome,endoplasmic reticulum,Golgi apparatus,extracellular exosome;","proteolysis,thyroid hormone generation,tissue regeneration,peptide catabolic process;","carboxypeptidase activity,protein homodimerization activity,metal ion binding,metallodipeptidase activity;",1.28E-57,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,61.29191589,75.94186401,58.66415787,79.66008759,68.85536957,64.92094421,52.1000824,32.48141098
Ehd1,EH domain-containing protein 1,Q9WVK4,EHD1_MOUSE,"endosome,early endosome,lipid particle,plasma membrane,endosome membrane,membrane,ciliary pocket membrane,endocytic vesicle,platelet dense tubular network membrane,early endosome membrane,myelin sheath,perinuclear region of cytoplasm,recycling endosome membrane,extracellular exosome","intracellular protein transport,endocytosis,positive regulation of cholesterol storage,endosomal transport,neuron projection development,endocytic recycling,low-density lipoprotein particle clearance,cholesterol homeostasis,protein homooligomerization,cilium morphogenesis,protein localization to cilium,positive regulation of myoblast fusion,cellular response to nerve growth factor stimulus,positive regulation of endocytic recycling","calcium ion binding,protein binding,ATP binding,GTP binding,Rab GTPase binding,identical protein binding,cadherin binding",1.43E-46,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,90.93663788,42.77445984,87.17809296,45.75300217,83.8976059,62.89569092,46.14548111,82.34413147
Gstz1,Maleylacetoacetate isomerase,Q9WVL0,MAAI_MOUSE,mitochondrion,"L-phenylalanine catabolic process,tyrosine catabolic process,glutathione metabolic process","glutathione transferase activity,maleylacetoacetate isomerase activity,identical protein binding,protein homodimerization activity",1.21E-60,14,13,14,14,14,12,9,13,14,13,14,14,14,12,9,13,459.6425171,264.7281494,421.8037415,306.4016724,462.9287415,209.4387817,139.3260498,475.5287781
Aadat,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",Q9WVM8,AADAT_MOUSE,mitochondrion,"2-oxoglutarate metabolic process,glutamate metabolic process,biosynthetic process,tryptophan catabolic process to kynurenine,L-lysine catabolic process to acetyl-CoA via saccharopine,kynurenine metabolic process,L-kynurenine metabolic process","kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,2-aminoadipate transaminase activity",7.44E-43,17,17,17,16,17,17,14,17,17,17,17,16,17,17,14,17,736.2969971,256.6887817,860.6889648,207.2157593,595.6925659,170.3733368,156.6822662,807.243103
Ca14,Carbonic anhydrase 14,Q9WVT6,CAH14_MOUSE,integral component of membrane,"regulation of pH,carbon dioxide transport","carbonate dehydratase activity,metal ion binding",2.10E-19,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,117.8574524,91.8337326,102.3172913,50.01398468,95.93110657,54.45965958,10.20702839,39.91151047
Npc2,Epididymal secretory protein E1,Q9Z0J0,NPC2_MOUSE,"extracellular space,lysosome,endoplasmic reticulum,extracellular exosome","cholesterol metabolic process,response to virus,cholesterol transport,intracellular sterol transport,intracellular cholesterol transport,cholesterol efflux,cholesterol homeostasis","cholesterol binding,cholesterol transporter activity,enzyme binding",5.57E-35,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,71.93173218,85.74537659,78.0714035,110.7819977,93.42912292,83.68019104,79.34417725,48.12074661
Lipa,Lysosomal acid lipase/cholesteryl ester hydrolase,Q9Z0M5,LICH_MOUSE,"fibrillar center,lysosome,intracellular membrane-bounded organelle,extracellular exosome","cell morphogenesis,cytokine production,inflammatory response,cell proliferation,lipid catabolic process,lung development,tissue remodeling,homeostasis of number of cells within a tissue","sterol esterase activity,lipase activity",3.39E-31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34.36597824,100.9729156,20.63572884,60.86365509,32.01234055,56.7307663,35.02870941,28.20802116
Eif2s3x,"Eukaryotic translation initiation factor 2 subunit 3, X-linked",Q9Z0N1,IF2G_MOUSE,"cytoplasm,eukaryotic translation initiation factor 2 complex,extracellular exosome",translational initiation,"translation initiation factor activity,GTPase activity,GTP binding,translation factor activity, RNA binding,cadherin binding",9.45E-37,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,67.56532288,69.05165863,85.9328537,70.7236557,57.14001846,79.14660645,65.23960876,34.31934738
Eif2s3y,"Eukaryotic translation initiation factor 2 subunit 3, Y-linked",Q9Z0N2,IF2H_MOUSE,eukaryotic translation initiation factor 2 complex,translational initiation,"translation initiation factor activity,GTPase activity,GTP binding",7.20E-31,6,6,5,6,5,6,6,5,6,6,5,6,5,6,6,5,51.69993591,80.82466125,56.96464157,71.61878967,57.43693161,86.53112793,79.60726929,54.66325378
Twf2,Twinfilin-2,Q9Z0P5,TWF2_MOUSE,"cytoplasm,cytoskeleton,lamellipodium,filopodium,growth cone,stereocilium,perinuclear region of cytoplasm,extracellular exosome","positive regulation of lamellipodium assembly,positive regulation of neuron projection development,cell projection organization,negative regulation of actin filament polymerization,regulation of microvillus length,regulation of actin cytoskeleton organization,intracellular signal transduction,positive regulation of axon extension,cellular response to retinoic acid,cellular response to growth factor stimulus","RNA binding,actin monomer binding,protein kinase C binding,ATP binding,phosphatidylinositol-4,5-bisphosphate binding,cadherin binding",4.77E-07,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,4.985321522,11.33444786,3.369098186,17.54462242,4.431870461,15.31098843,3.915913582,4.007303715
Bpnt1,"3'(2'),5'-bisphosphate nucleotidase 1",Q9Z0S1,BPNT1_MOUSE,extracellular exosome,"dephosphorylation,phosphatidylinositol phosphorylation","3'(2'),5'-bisphosphate nucleotidase activity,metal ion binding",1.29E-53,16,16,16,15,15,15,13,16,16,16,16,15,15,15,13,16,710.7481689,460.7930603,730.5785522,368.2136841,644.3560181,351.0003357,179.4859619,711.7058105
Tjp2,Tight junction protein ZO-2,Q9Z0U1,ZO2_MOUSE,"nucleus,cytosol,plasma membrane,cell-cell junction,gap junction,bicellular tight junction,cell surface,cell junction,occluding junction","intestinal absorption,TNFSF11-mediated signaling pathway,establishment of endothelial intestinal barrier,regulation of membrane permeability,negative regulation of osteoclast development","protein binding,protein C-terminus binding,protein domain specific binding,protein binding, bridging,cadherin binding",6.43E-07,2,3,3,3,2,3,1,2,2,3,3,3,2,3,1,2,17.37613869,38.31171036,14.9045639,36.27410507,7.932056427,37.76821899,24.21634483,11.34720707
Uba2,SUMO-activating enzyme subunit 2,Q9Z1F9,SAE2_MOUSE,"nucleoplasm,cytoplasm,SUMO activating enzyme complex",protein sumoylation,"magnesium ion binding,protein binding,ATP binding,transcription factor binding,SUMO activating enzyme activity,SUMO binding,small protein activating enzyme binding,ubiquitin-like protein conjugating enzyme binding,protein heterodimerization activity",1.58E-16,4,5,4,5,4,5,5,4,4,5,4,5,4,5,5,4,25.55544853,66.42416382,23.29694748,79.47285461,27.97110367,82.08141327,70.04397583,21.37141609
Atp6v1c1,V-type proton ATPase subunit C 1,Q9Z1G3,VATC1_MOUSE,"vacuolar proton-transporting V-type ATPase, V1 domain,lysosomal membrane,plasma membrane,cytoplasmic vesicle,apical part of cell,extracellular exosome",ATP hydrolysis coupled proton transport,"hydrogen-exporting ATPase activity, phosphorylative mechanism,proton-transporting ATPase activity, rotational mechanism",4.63E-60,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,139.9404602,121.8449554,146.9004211,128.7176666,146.9046783,131.9210663,82.23033905,149.920105
Nfs1,"Cysteine desulfurase, mitochondrial;Isoform Cytoplasmic of Cysteine desulfurase, mitochondrial",Q9Z1J3;Q9Z1J3-2,NFS1_MOUSE,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix,cytosol;","Mo-molybdopterin cofactor biosynthetic process,iron incorporation into metallo-sulfur cluster,[2Fe-2S] cluster assembly;","pyridoxal phosphate binding,cysteine desulfurase activity,protein homodimerization activity,metal ion binding,iron-sulfur cluster binding;",8.47E-38,4,5,5,5,5,5,3,5,4,5,5,5,5,5,3,5,114.6348648,55.0933876,85.99990845,41.96326828,99.89582825,35.66064453,35.36321259,99.47911072
Ddx39b,Spliceosome RNA helicase Ddx39b,Q9Z1N5,DX39B_MOUSE,"transcription export complex,nucleus,spliceosomal complex,nucleolus,cytoplasm,nuclear matrix,nuclear speck,U4 snRNP,U6 snRNP","spliceosomal complex assembly,mRNA splicing, via spliceosome,liver development,mRNA export from nucleus,cellular response to DNA damage stimulus,RNA splicing,regulation of gene expression,RNA secondary structure unwinding,positive regulation of DNA-templated transcription, elongation,positive regulation of translation,viral mRNA export from host cell nucleus,positive regulation of cell growth involved in cardiac muscle cell development,positive regulation of vascular smooth muscle cell proliferation,negative regulation of DNA damage checkpoint,positive regulation of DNA biosynthetic process","RNA binding,ATP-dependent RNA helicase activity,ATP binding,RNA-dependent ATPase activity,ATPase activity,U6 snRNA binding,U4 snRNA binding,protein complex binding,identical protein binding,ATP-dependent protein binding",2.43E-62,13,13,12,12,13,13,13,13,13,13,12,12,13,13,13,13,248.1572876,579.6646118,268.8884277,617.421936,283.7739563,781.175354,623.4816895,253.64151
Ndufa7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,Q9Z1P6,NDUA7_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial ribosome","mitochondrial electron transport, NADH to ubiquinone,mitochondrial translation","structural constituent of ribosome,NADH dehydrogenase (ubiquinone) activity",6.18E-52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,231.8587952,110.9156418,275.4573669,87.60704041,187.0315247,81.13401031,74.07952881,274.0904541
Clic1,Chloride intracellular channel protein 1,Q9Z1Q5,CLIC1_MOUSE,"extracellular space,nucleus,nuclear envelope,cytoplasm,mitochondrion,plasma membrane,membrane,nuclear membrane,vesicle,chloride channel complex,perinuclear region of cytoplasm,extracellular exosome,blood microparticle","chloride transport,regulation of ion transmembrane transport,positive regulation of osteoblast differentiation,regulation of cell cycle,regulation of mitochondrial membrane potential,platelet aggregation,chloride transmembrane transport,glutathione metabolic process","voltage-gated ion channel activity,chloride channel activity,cadherin binding,glutathione transferase activity",3.75E-49,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,456.4798889,735.369873,463.5337524,807.1766968,460.0304565,902.3342285,566.8079834,394.5469666
Vars,Valine--tRNA ligase,Q9Z1Q9,SYVC_MOUSE,"mitochondrion,cytosol","valyl-tRNA aminoacylation,regulation of translational fidelity","aminoacyl-tRNA editing activity,valine-tRNA ligase activity,ATP binding",1.66E-50,10,12,9,11,9,12,11,9,10,12,9,11,9,12,11,9,15.99697304,44.58249664,16.56650543,41.50249481,23.61671066,61.73941803,36.79020691,16.42488098
Ap3b1,AP-3 complex subunit beta-1,Q9Z1T1,AP3B1_MOUSE,"lysosomal membrane,trans-Golgi network,membrane,AP-3 adaptor complex,clathrin adaptor complex,clathrin-coated vesicle membrane,axon cytoplasm","protein targeting to lysosome,zinc II ion transport,intracellular protein transport,blood coagulation,anterograde axonal transport,vesicle-mediated transport,antigen processing and presentation,melanosome organization,antigen processing and presentation, exogenous lipid antigen via MHC class Ib,anterograde synaptic vesicle transport,positive regulation of NK T cell differentiation","protein phosphatase binding,GTP-dependent protein binding",1.41E-50,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,35.15222549,48.42100906,25.62861633,35.57769775,35.59648132,48.43115616,20.59261513,27.78611183
Uso1,General vesicular transport factor p115,Q9Z1Z0,USO1_MOUSE,"Golgi membrane,fibrillar center,endoplasmic reticulum,Golgi apparatus,Golgi stack,cytosol,ER to Golgi transport vesicle membrane,membrane,perinuclear region of cytoplasm","intracellular protein transport,ER to Golgi vesicle-mediated transport,Golgi organization,transcytosis,Golgi vesicle docking,vesicle fusion with Golgi apparatus,membrane fusion","RNA binding,protein binding,protein transporter activity,cadherin binding",9.86E-42,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,45.23319626,63.25824738,36.51094437,41.69700241,48.64059448,44.72434235,51.97383499,36.34864044
Strap,Serine-threonine kinase receptor-associated protein,Q9Z1Z2,STRAP_MOUSE,"nucleoplasm,cytoplasm,cytosol,SMN complex,SMN-Sm protein complex","negative regulation of transcription from RNA polymerase II promoter,spliceosomal snRNP assembly,negative regulation of epithelial cell migration,negative regulation of epithelial to mesenchymal transition,maintenance of gastrointestinal epithelium,negative regulation of transforming growth factor beta receptor signaling pathway,negative regulation of epithelial cell proliferation,negative regulation of pathway-restricted SMAD protein phosphorylation","RNA binding,receptor binding,protein binding",1.08E-25,6,6,5,6,5,6,5,6,6,6,5,6,5,6,5,6,36.61401749,74.28276062,36.12582016,52.77401352,31.36894417,61.0965271,52.43698502,36.13761139
Hnrnpc,Heterogeneous nuclear ribonucleoproteins C1/C2;Isoform C1 of Heterogeneous nuclear ribonucleoproteins C1/C2;Isoform 3 of Heterogeneous nuclear ribonucleoproteins C1/C2;Isoform 4 of Heterogeneous nuclear ribonucleoproteins C1/C2;Isoform 5 of Heterogeneous nuclear ribonucleoproteins C1/C2,Q9Z204;Q9Z204-2;Q9Z204-3;Q9Z204-4;Q9Z204-5,HNRPC_MOUSE,"nuclear chromatin,nucleus,nucleoplasm,spliceosomal complex,cytosol,actin cytoskeleton,membrane,protein complex,pronucleus,extracellular exosome,catalytic step 2 spliceosome,telomerase holoenzyme complex;;;;","mRNA splicing, via spliceosome,osteoblast differentiation,negative regulation of telomere maintenance via telomerase,ATP-dependent chromatin remodeling,3'-UTR-mediated mRNA stabilization;;;;","RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,RNA binding,mRNA binding,mRNA 3'-UTR binding,poly(U) RNA binding,nucleosomal DNA binding,identical protein binding,telomerase RNA binding,N6-methyladenosine-containing RNA binding;;;;",1.02E-37,9,9,9,9,9,9,9,8,9,9,9,9,9,9,9,8,152.0567627,299.4169617,130.1075745,314.8908997,150.6564789,358.0236511,386.6531067,138.8701935
Letm1,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",Q9Z2I0,LETM1_MOUSE,"mitochondrion,mitochondrial inner membrane,integral component of membrane","mitochondrial calcium ion transport,cellular metal ion homeostasis,protein hexamerization,cristae formation,protein homooligomerization,mitochondrial calcium ion homeostasis,Requires Ontology","calcium:proton antiporter activity,ribosome binding,metal ion binding",3.11E-63,12,12,12,12,12,12,11,12,12,12,12,12,12,12,11,12,124.8046341,77.14742279,148.9032898,64.94049072,114.6761475,44.4198494,33.13260651,126.587616
Suclg2,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial;Isoform 2 of Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial",Q9Z2I8;Q9Z2I8-2,SUCB2_MOUSE,"mitochondrion,plasma membrane,succinate-CoA ligase complex (GDP-forming);","tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process;","succinate-CoA ligase (GDP-forming) activity,succinate-semialdehyde dehydrogenase (NAD+) activity,ATP binding,GTP binding,GDP binding,metal ion binding,protein heterodimerization activity;",6.63E-49,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,1122.878906,624.2163696,1180.433472,726.8739624,1037.443726,455.4829407,414.0628052,1108.095947
Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",Q9Z2I9,SUCB1_MOUSE,"mitochondrion,myelin sheath,extracellular exosome","tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process","succinate-CoA ligase activity,succinate-CoA ligase (ADP-forming) activity,ATP binding,metal ion binding",3.72E-51,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,921.0616455,478.8109131,958.6773071,428.5456848,770.9108887,342.6334839,415.7012024,936.0998535
Pmm2,Phosphomannomutase 2,Q9Z2M7,PMM2_MOUSE,"nucleus,cytoplasm,cytosol,neuronal cell body,extracellular exosome","mannose metabolic process,protein N-linked glycosylation,GDP-mannose biosynthetic process,protein targeting to ER",phosphomannomutase activity,2.75E-17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,37.07854462,47.11984634,34.18446732,49.73547363,27.78499794,44.51734161,25.13898087,19.98719788
Psma7,Proteasome subunit alpha type-7,Q9Z2U0,PSA7_MOUSE,"proteasome complex,nucleus,cytosol,proteasome core complex,proteasome core complex, alpha-subunit complex,extracellular exosome,postsynapse",ubiquitin-dependent protein catabolic process,"threonine-type endopeptidase activity,identical protein binding",2.41E-45,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,238.1594238,377.9873047,211.5811157,339.8972168,222.1764832,438.2405396,345.1501465,239.6439209
Pck1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",Q9Z2V4,PCKGC_MOUSE,"cytosol,extracellular exosome","glucose metabolic process,gluconeogenesis,oxaloacetate metabolic process,internal protein amino acid acetylation,lipid metabolic process,aging,response to activity,response to lipopolysaccharide,response to insulin,cellular response to insulin stimulus,glucose homeostasis,glycerol biosynthetic process from pyruvate,cellular response to potassium ion starvation,positive regulation of transcription from RNA polymerase II promoter in response to acidic pH,response to interleukin-6,cellular response to retinoic acid,cellular response to cAMP,cellular response to fructose stimulus,cellular response to interleukin-1,cellular response to tumor necrosis factor,cellular response to glucagon stimulus,cellular response to hypoxia,response to methionine","magnesium ion binding,phosphoenolpyruvate carboxykinase activity,phosphoenolpyruvate carboxykinase (GTP) activity,GTP binding,GDP binding,manganese ion binding,carboxylic acid binding",3.49E-55,18,18,18,18,18,18,16,18,18,18,18,18,18,18,16,18,370.3072815,273.576355,699.7208252,426.264801,323.0873718,110.2463837,93.49700928,407.6630249
Hnrnpf,Heterogeneous nuclear ribonucleoprotein F,Q9Z2X1,HNRPF_MOUSE,"nucleoplasm,cytosol,membrane,catalytic step 2 spliceosome","mRNA processing,RNA splicing,regulation of RNA splicing","RNA binding,single-stranded RNA binding,TBP-class protein binding",2.82E-48,17,17,16,16,16,17,17,16,17,17,16,16,16,17,17,16,111.4839172,308.0936584,107.9998932,267.1307983,120.2286835,328.2636414,260.1893616,105.2595215
