PG.Genes,PG.ProteinDescriptions,PG.ProteinNames,PG.UniProtIds,PG.BiologicalProcess,PG.CellularComponent,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Snx2,Sorting nexin-2,SNX2_MOUSE,Q9CWK8,"intracellular protein transport,endocytosis,vesicle organization,early endosome to Golgi transport,retrograde transport, endosome to Golgi,protein oligomerization,lamellipodium morphogenesis","cytoplasm,lysosome,endosome,cytosol,endosome membrane,membrane,extrinsic component of membrane,lamellipodium,retromer complex,retromer, tubulation complex,early endosome membrane,protein complex,extracellular exosome","epidermal growth factor receptor binding,insulin receptor binding,phosphatidylinositol binding,protein homodimerization activity,cadherin binding,protein heterodimerization activity,transferrin receptor binding,leptin receptor binding",0,11,11,11,10,9,11,11,0,11,11,11,11,11,11,11,11,35.1347427368164,45.1895904541016,32.6370964050293,36.053768157959,29.1258430480957,45.6681213378906,30.6144599914551,5.15917682647705
Ddah1,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",DDAH1_MOUSE,Q9CWS0,"citrulline metabolic process,regulation of systemic arterial blood pressure,arginine catabolic process,nitric oxide biosynthetic process,negative regulation of cell proliferation,protein nitrosylation,negative regulation of vascular permeability,positive regulation of nitric oxide biosynthetic process,positive regulation of angiogenesis,negative regulation of cellular response to hypoxia","mitochondrion,extracellular exosome","zinc ion binding,dimethylargininase activity,amino acid binding",0,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,229.657211303711,224.689483642578,242.552230834961,52.6497421264648,238.633911132813,219.657089233398,245.769195556641,8.4530782699585
Hnrnpa0,Heterogeneous nuclear ribonucleoprotein A0,ROA0_MOUSE,Q9CX86,"inflammatory response,response to lipopolysaccharide,3'-UTR-mediated mRNA stabilization","nucleoplasm,intracellular ribonucleoprotein complex","RNA binding,AU-rich element binding,protein kinase binding",0,7,7,6,7,7,7,7,0,7,7,7,7,7,7,7,7,21.9913215637207,71.731803894043,18.6307907104492,87.9994430541992,16.600061416626,62.1253814697266,18.1262035369873,3.46431922912598
Abcb8,"ATP-binding cassette sub-family B member 8, mitochondrial",ABCB8_MOUSE,Q9CXJ4,transmembrane transport,"nucleus,nucleolus,mitochondrion,mitochondrial inner membrane,integral component of membrane","ATP binding,ATPase activity, coupled to transmembrane movement of substances",0,6,5,6,6,6,6,6,0,6,6,6,6,6,6,6,6,22.687313079834,10.2020635604858,29.6940898895264,9.68913459777832,20.406457901001,11.5704345703125,25.7870273590088,3.89231729507446
Pbld2,Phenazine biosynthesis-like domain-containing protein 2,PBLD2_MOUSE,Q9CXN7,"biological_process,biosynthetic process",,"molecular_function,isomerase activity",0,2,2,2,1,2,0,2,0,2,2,2,2,2,2,2,2,11.5017261505127,4.38981246948242,11.847354888916,1.68540167808533,8.15480041503906,2.75959038734436,11.6356945037842,2.25190496444702
Cenpv,Centromere protein V,CENPV_MOUSE,Q9CXS4,"ameboidal-type cell migration,cell cycle,metabolic process,pericentric heterochromatin assembly,positive regulation of cytokinesis,regulation of chromosome organization,centromere complex assembly,cell division","kinetochore,condensed chromosome kinetochore,nucleus,nucleoplasm,cytosol,microtubule cytoskeleton,spindle midzone","molecular_function,carbon-sulfur lyase activity",0,4,4,4,3,4,3,3,0,4,4,4,4,4,4,4,4,23.5258102416992,18.0488128662109,21.6928043365479,15.7237186431885,22.0830955505371,20.2494449615479,19.558177947998,6.01339197158813
Pmpcb,Mitochondrial-processing peptidase subunit beta,MPPB_MOUSE,Q9CXT8,"mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,protein processing","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III,mitochondrial matrix","metalloendopeptidase activity,zinc ion binding",0,7,7,7,6,7,7,7,0,7,7,7,7,7,7,7,7,32.095157623291,29.8270626068115,37.0375480651855,19.3933200836182,38.3733024597168,30.4096240997314,29.4826946258545,4.22771787643433
Mrps22,"28S ribosomal protein S22, mitochondrial",RT22_MOUSE,Q9CXW2,biological_process,"mitochondrion,mitochondrial small ribosomal subunit",structural constituent of ribosome,0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,14.1654090881348,7.19545745849609,9.69107627868652,4.02150821685791,8.67662048339844,5.42072248458862,5.34104681015015,1.87946808338165
Rpl11,60S ribosomal protein L11,RL11_MOUSE,Q9CXW4,"ribosomal large subunit assembly,rRNA processing,translation,protein targeting,positive regulation of gene expression,positive regulation of protein binding,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,protein localization to nucleus,ribosomal large subunit biogenesis,protein stabilization,regulation of signal transduction by p53 class mediator,positive regulation of signal transduction by p53 class mediator,positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator,negative regulation of ubiquitin protein ligase activity,negative regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process,negative regulation of protein neddylation","nucleoplasm,nucleolus,cytoplasm,membrane,cytosolic large ribosomal subunit,extracellular matrix,protein complex,extracellular exosome","RNA binding,structural constituent of ribosome,protein binding,5S rRNA binding,ubiquitin protein ligase binding,ubiquitin ligase inhibitor activity",0,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,147.397491455078,218.635330200195,132.488403320313,270.411987304688,125.76895904541,247.510269165039,143.939041137695,4.06631374359131
Ilf2,Interleukin enhancer-binding factor 2,ILF2_MOUSE,Q9CXY6,"transcription, DNA-templated,immune response,positive regulation of transcription, DNA-templated","extracellular region,nucleus,nucleolus,cytoplasm,membrane,intracellular ribonucleoprotein complex","DNA binding,RNA binding,double-stranded RNA binding,ATP binding,transferase activity",0,2,2,2,3,2,3,3,0,3,3,3,3,3,3,3,3,11.0016679763794,18.0944042205811,6.64030361175537,18.4172821044922,10.1268014907837,16.3170528411865,8.29798698425293,3.62571930885315
Ssr1,Translocon-associated protein subunit alpha,SSRA_MOUSE,Q9CY50,cotranslational protein targeting to membrane,"endoplasmic reticulum,endoplasmic reticulum membrane,integral component of membrane",,0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,135.391418457031,117.268348693848,128.722915649414,509.216735839844,121.106246948242,222.515502929688,177.986801147461,21.5695400238037
Blvra,Biliverdin reductase A,BIEA_MOUSE,Q9CY64,"heme catabolic process,oxidation-reduction process","cytosol,extracellular exosome","nucleotide binding,biliverdin reductase activity,zinc ion binding",0,13,13,13,13,13,13,13,0,13,13,13,13,13,13,13,13,89.7155227661133,132.99967956543,77.1135635375977,67.2383117675781,80.5898971557617,130.972427368164,95.7315673828125,5.17561721801758
Tomm34,Mitochondrial import receptor subunit TOM34;Isoform 2 of Mitochondrial import receptor subunit TOM34,TOM34_MOUSE,Q9CYG7;Q9CYG7-2,protein targeting to mitochondrion;,"nucleus,nucleoplasm,mitochondrion,mitochondrial outer membrane,cytosol,membrane;","protein binding,heat shock protein binding;",0,3,3,2,3,2,4,3,0,4,4,4,4,4,4,4,4,3.4608678817749,10.4985876083374,3.09685158729553,13.1128416061401,2.61084055900574,8.31217575073242,2.74021673202515,1.83823084831238
Hdhd3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,HDHD3_MOUSE,Q9CYW4,metabolic process,mitochondrion,hydrolase activity,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,47.2236785888672,19.2337837219238,43.9413986206055,17.8883743286133,40.2437591552734,23.1670169830322,38.7791137695313,3.1374819278717
Uqcrc1,"Cytochrome b-c1 complex subunit 1, mitochondrial",QCR1_MOUSE,Q9CZ13,"mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,response to activity,protein processing,response to alkaloid","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III,cytosol,myelin sheath","metalloendopeptidase activity,protein binding,zinc ion binding,ubiquitin protein ligase binding,protein complex binding",0,32,32,33,33,32,33,32,1,33,33,33,33,33,33,33,33,1105.38171386719,633.363159179688,1132.45336914063,2260.54223632813,1111.55200195313,656.912109375,1027.86926269531,15.6773309707642
Ola1,Obg-like ATPase 1,OLA1_MOUSE,Q9CZ30,ATP metabolic process,"nucleolus,cytoplasm,centrosome,cytosol,membrane,extracellular exosome","ATP binding,GTP binding,ATPase activity,cadherin binding,metal ion binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,36.2114639282227,39.5120582580566,31.3167190551758,37.8537635803223,34.7892684936523,40.7364845275879,32.3080787658691,4.25666427612305
Nsfl1c,NSFL1 cofactor p47;Isoform 3 of NSFL1 cofactor p47,NSF1C_MOUSE,Q9CZ44;Q9CZ44-3,"autophagosome assembly,Golgi organization,nuclear envelope reassembly,proteasome-mediated ubiquitin-dependent protein catabolic process,regulation of catalytic activity,membrane fusion;","nucleus,nucleoplasm,chromosome,Golgi stack,cytosol,plasma membrane,intermediate filament cytoskeleton,VCP-NSFL1C complex;","protein binding,phospholipid binding,protein phosphatase regulator activity,ubiquitin binding,ATPase binding;",0,12,12,12,12,12,12,12,0,12,12,12,12,12,12,12,12,66.0302963256836,113.943572998047,68.8664474487305,72.3647384643555,70.5096206665039,119.464706420898,65.8164520263672,8.3262939453125
Sdhc,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",C560_MOUSE,Q9CZB0,"tricarboxylic acid cycle,mitochondrial electron transport, succinate to ubiquinone","mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),integral component of membrane","succinate dehydrogenase activity,electron carrier activity,heme binding,metal ion binding",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,83.8286437988281,33.9822082519531,64.7155227661133,25.4053421020508,82.2106170654297,22.9176635742188,61.2251319885254,1.95732712745667
Gars,Glycine--tRNA ligase,SYG_MOUSE,Q9CZD3,"glycyl-tRNA aminoacylation,diadenosine tetraphosphate biosynthetic process,mitochondrial glycyl-tRNA aminoacylation","mitochondrion,cytosol,secretory granule,axon,extracellular exosome","bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity,glycine-tRNA ligase activity,protein binding,ATP binding,identical protein binding,protein dimerization activity",0,9,9,7,9,8,9,8,0,9,9,9,9,9,9,9,9,26.9075660705566,42.6348609924316,23.7965202331543,61.1297492980957,22.4901084899902,42.6637573242188,17.5578441619873,7.70899724960327
Shmt2,Serine hydroxymethyltransferase,Q9CZN7_MOUSE,Q9CZN7,"glycine metabolic process,L-serine metabolic process,L-serine biosynthetic process,one-carbon metabolic process,positive regulation of cell proliferation,glycine biosynthetic process from serine,response to type I interferon,tetrahydrofolate interconversion,tetrahydrofolate metabolic process,protein tetramerization,protein homotetramerization,protein K63-linked deubiquitination","nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,microtubule cytoskeleton,mitochondrial nucleoid,extracellular exosome,BRISC complex","chromatin binding,glycine hydroxymethyltransferase activity,L-allo-threonine aldolase activity,amino acid binding,pyridoxal phosphate binding,identical protein binding",0,32,30,32,31,32,31,32,0,32,32,32,32,32,32,32,32,458.844482421875,246.48356628418,475.855102539063,219.024642944336,474.359619140625,197.111953735352,452.540954589844,20.2864627838135
Tsfm,"Elongation factor Ts, mitochondrial",EFTS_MOUSE,Q9CZR8,"mitochondrial translational elongation,regulation of mitochondrial translation","nucleus,mitochondrion,mitochondrial matrix","RNA binding,translation elongation factor activity",0,7,7,7,6,7,7,7,0,7,7,7,7,7,7,7,7,15.8871641159058,15.1180772781372,17.7444229125977,9.62374591827393,24.5268878936768,13.5830860137939,17.7598342895508,3.65730738639832
Cs,"Citrate synthase, mitochondrial",CISY_MOUSE,Q9CZU6,"carbohydrate metabolic process,tricarboxylic acid cycle","nucleus,mitochondrion,mitochondrial matrix,extracellular exosome","RNA binding,citrate (Si)-synthase activity,transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",0,17,15,17,17,17,17,17,0,17,17,17,17,17,17,17,17,886.686462402344,536.655944824219,918.726928710938,572.556701660156,993.757873535156,561.915466308594,746.310424804688,15.3464918136597
Tomm70,Mitochondrial import receptor subunit TOM70,TOM70_MOUSE,Q9CZW5,,"mitochondrion,mitochondrial outer membrane,membrane,integral component of membrane,extracellular exosome",protein binding,0,6,6,6,6,6,6,6,0,6,6,6,6,6,6,6,6,29.5779914855957,23.1609935760498,27.9564418792725,20.1134033203125,28.8973999023438,24.8034858703613,26.0635204315186,3.61081433296204
Ube2v1,Ubiquitin-conjugating enzyme E2 variant 1;Isoform 2 of Ubiquitin-conjugating enzyme E2 variant 1,UB2V1_MOUSE,Q9CZY3;Q9CZY3-2,"error-free postreplication DNA repair,positive regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of NF-kappaB transcription factor activity,protein K63-linked ubiquitination;","ubiquitin ligase complex,nucleus,nucleoplasm,cytoplasm,ubiquitin conjugating enzyme complex,UBC13-UEV1A complex,protein complex,extracellular exosome;","protein binding,ubiquitin conjugating enzyme binding,ubiquitin protein ligase binding,ubiquitin protein ligase activity,ubiquitin conjugating enzyme activity;",0,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,29.3495025634766,50.9656181335449,28.3033351898193,41.8159332275391,29.3567485809326,42.3379287719727,29.3397159576416,1.74951505661011
Nt5c3a,Cytosolic 5'-nucleotidase 3A;Isoform 1 of Cytosolic 5'-nucleotidase 3A,5NT3A_MOUSE,Q9D020;Q9D020-1,"nucleotide metabolic process,dephosphorylation,adenosine metabolic process,defense response to virus;","cytoplasm,mitochondrion,endoplasmic reticulum;","nucleotide binding,magnesium ion binding,5'-nucleotidase activity,transferase activity;",0,3,3,3,2,3,3,3,0,3,3,3,3,3,3,3,3,14.3329477310181,14.0643396377563,15.6925230026245,16.082555770874,20.1170959472656,18.6111793518066,21.7275409698486,2.29348421096802
Mpc2,Mitochondrial pyruvate carrier 2,MPC2_MOUSE,Q9D023,"positive regulation of insulin secretion involved in cellular response to glucose stimulus,mitochondrial acetyl-CoA biosynthetic process from pyruvate,mitochondrial pyruvate transmembrane transport","nucleus,mitochondrion,integral component of mitochondrial inner membrane",pyruvate transmembrane transporter activity,0,9,9,9,9,8,9,9,0,9,9,9,9,9,9,9,9,132.396987915039,72.7848205566406,150.94873046875,84.6477127075195,129.325088500977,58.0546989440918,96.1286010742188,7.90176010131836
Pdhb,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",ODPB_MOUSE,Q9D051,"glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate","nucleus,nucleoplasm,mitochondrion,mitochondrial matrix,pyruvate dehydrogenase complex,extracellular exosome","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity",0,19,19,18,17,19,16,18,0,19,19,19,19,19,19,19,19,627.881103515625,381.620819091797,654.628356933594,266.585144042969,748.583679199219,336.860076904297,549.331970214844,12.0682229995728
Hnrnpm,Heterogeneous nuclear ribonucleoprotein M;Isoform 2 of Heterogeneous nuclear ribonucleoprotein M,HNRPM_MOUSE,Q9D0E1;Q9D0E1-2,"alternative mRNA splicing, via spliceosome;","nucleoplasm,spliceosomal complex,membrane,nuclear matrix,extracellular matrix,paraspeckles,extracellular exosome,catalytic step 2 spliceosome;","RNA binding,protein domain specific binding;",0,21,21,20,21,20,21,21,0,21,21,21,21,21,21,21,21,85.0897827148438,199.544967651367,74.2697448730469,185.04362487793,82.1164703369141,180.927673339844,72.1467208862305,10.0607204437256
Lman1,Protein ERGIC-53,LMAN1_MOUSE,Q9D0F3,"ER to Golgi vesicle-mediated transport,endoplasmic reticulum organization,Golgi organization,positive regulation of organelle organization,protein transport","Golgi membrane,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,membrane,integral component of membrane,sarcomere,ER to Golgi transport vesicle,endoplasmic reticulum-Golgi intermediate compartment membrane,host cell perinuclear region of cytoplasm,extracellular exosome","mannose binding,metal ion binding",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,16.922815322876,10.0942249298096,15.9680690765381,33.513801574707,12.0976648330688,16.1166515350342,16.805248260498,2.29733824729919
Pgm1,Phosphoglucomutase-1,PGM1_MOUSE,Q9D0F9,"glycogen biosynthetic process,glucose metabolic process,galactose catabolic process","cytosol,actin cytoskeleton,extracellular exosome","magnesium ion binding,phosphoglucomutase activity",0,15,15,16,16,15,16,15,0,16,16,16,16,16,16,16,16,97.4103851318359,85.6609191894531,124.647270202637,39.8301887512207,110.120742797852,77.0124588012695,90.7939300537109,15.5764799118042
Mrps30,"28S ribosomal protein S30, mitochondrial",RT30_MOUSE,Q9D0G0,"translation,biological_process","cellular_component,mitochondrion,ribosome","RNA binding,structural constituent of ribosome",0,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,10.6713418960571,13.5766735076904,8.37201309204102,7.31134366989136,7.10159921646118,10.9762372970581,6.65047788619995,2.375901222229
Rars,"Arginine--tRNA ligase, cytoplasmic",SYRC_MOUSE,Q9D0I9,arginyl-tRNA aminoacylation,"nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,membrane,aminoacyl-tRNA synthetase multienzyme complex,extracellular exosome","tRNA binding,arginine-tRNA ligase activity,ATP binding,arginine binding,cadherin binding",0,14,16,16,16,15,16,14,0,16,16,16,16,16,16,16,16,33.2280349731445,68.4768600463867,29.876443862915,63.8031196594238,30.4793815612793,64.7065277099609,30.4032440185547,5.00816202163696
Ptms,Parathymosin,PTMS_MOUSE,Q9D0J8,"immune system process,biological_process",cytosol,zinc ion binding,0,1,2,1,2,2,2,2,0,2,2,2,2,2,2,2,2,339.2578125,570.704406738281,256.360992431641,278.657928466797,583.128234863281,96.1473083496094,212.103240966797,1.82117831707001
Oxct1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",SCOT1_MOUSE,Q9D0K2,"brain development,heart development,response to nutrient,response to hormone,response to activity,positive regulation of insulin secretion involved in cellular response to glucose stimulus,ketone catabolic process,response to drug,response to starvation,response to ethanol,cellular ketone body metabolic process,ketone body catabolic process,adipose tissue development","nucleoplasm,mitochondrion,mitochondrial matrix","3-oxoacid CoA-transferase activity,protein homodimerization activity",0,26,24,26,22,26,24,26,0,26,26,26,26,26,26,26,26,468.450286865234,196.689804077148,490.3037109375,166.841018676758,536.794494628906,201.888641357422,436.800811767578,10.2115468978882
