PG.Qvalue,PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
1.70E-88,Sdha,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",Q8K2B3,SDHA_MOUSE,"nucleolus,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),myelin sheath,plasma membrane succinate dehydrogenase complex","tricarboxylic acid cycle,succinate metabolic process,mitochondrial electron transport, succinate to ubiquinone,nervous system development,anaerobic respiration,respiratory electron transport chain,oxidation-reduction process","succinate dehydrogenase (ubiquinone) activity,electron carrier activity,flavin adenine dinucleotide binding,succinate dehydrogenase activity",41,41,41,41,41,42,41,5,42,42,42,42,42,42,42,42,431.0734253,233.202652,434.0730896,261.7475586,403.9472656,232.661438,421.5281677,9.83011055
2.62E-62,Fmo2,Dimethylaniline monooxygenase [N-oxide-forming] 2,Q8K2I3,FMO2_MOUSE,"endoplasmic reticulum membrane,membrane,integral component of membrane,organelle membrane","organic acid metabolic process,NADP metabolic process,xenobiotic metabolic process,toxin metabolic process,drug metabolic process,NADPH oxidation,oxygen metabolic process","monooxygenase activity,N,N-dimethylaniline monooxygenase activity,flavin adenine dinucleotide binding,NADP binding",5,5,5,4,5,5,5,0,5,5,5,5,5,5,5,5,29.24235725,18.07785606,25.22261047,28.44810867,25.67432785,26.66201973,25.10354996,8.335419655
3.40E-06,Commd9,COMM domain-containing protein 9,Q8K2Q0,COMD9_MOUSE,"nucleus,Golgi apparatus,cytosol,cytoplasmic vesicle","transcription, DNA-templated,regulation of transcription, DNA-templated,sodium ion transport,cholesterol homeostasis",molecular_function,2,2,2,1,2,1,2,0,2,2,2,2,2,2,2,2,3.016247272,2.405525446,1.770775437,2.333812237,2.376059055,1.659806848,1.258288503,1.862763286
1.39E-40,Matr3,Matrin-3,Q8K310,MATR3_MOUSE,"nucleus,membrane,nuclear matrix","activation of innate immune response,heart valve development,ventricular septum development,posttranscriptional regulation of gene expression","RNA binding,zinc ion binding,miRNA binding,identical protein binding",14,16,12,16,14,16,13,0,16,16,16,16,16,16,16,16,17.61838913,35.76467514,16.72213745,29.04361534,17.88300896,32.29394913,16.30660057,5.258672237
5.47E-45,Acad10,Acyl-CoA dehydrogenase family member 10,Q8K370,ACD10_MOUSE,mitochondrion,fatty acid beta-oxidation using acyl-CoA dehydrogenase,"acyl-CoA dehydrogenase activity,hydrolase activity,flavin adenine dinucleotide binding",11,11,13,7,13,13,12,0,14,14,14,14,14,14,14,14,80.76689911,61.26498032,85.35665131,28.5715065,89.81691742,52.69517517,71.13574982,9.333901405
6.30E-06,Appl1,DCC-interacting protein 13-alpha,Q8K3H0,DP13A_MOUSE,"nucleus,early endosome,cytosol,endosome membrane,vesicle membrane,early endosome membrane,extracellular exosome,NuRD complex","cell cycle,cell proliferation,insulin receptor signaling pathway,regulation of glucose import,regulation of protein localization to plasma membrane","protein binding,identical protein binding,protein kinase B binding",2,3,3,1,2,3,3,0,3,3,3,3,3,3,3,3,7.312057972,14.25498676,9.304675102,4.235256195,7.564558029,8.229576111,8.019771576,3.020112753
4.35E-71,Ndufs8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",Q8K3J1,NDUS8_MOUSE,"mitochondrion,mitochondrial respiratory chain complex I","response to oxidative stress,mitochondrial respiratory chain complex I assembly,oxidation-reduction process","metal ion binding,4 iron, 4 sulfur cluster binding,NADH dehydrogenase activity,NADH dehydrogenase (ubiquinone) activity",7,6,7,7,6,7,7,0,7,7,7,7,7,7,7,7,150.4883881,84.88911438,157.2019958,115.6616898,143.6772003,74.72779083,131.6482849,3.837220192
1.92E-31,BC089597,Cis-retinol/3alpha hydroxysterol short-chain dehydrogenase-like protein,Q8K3M1,Q8K3M1_MOUSE,cellular_component,"biological_process,oxidation-reduction process","molecular_function,oxidoreductase activity",3,3,3,2,2,2,3,0,3,3,3,3,3,3,3,3,13.16973591,8.699385643,17.31149292,6.642186165,17.18753433,7.257772923,9.433396339,1.784099102
2.11E-37,Irf2bpl,Interferon regulatory factor 2-binding protein-like,Q8K3X4,I2BPL_MOUSE,"extracellular space,nucleus,nucleoplasm","negative regulation of transcription from RNA polymerase II promoter,positive regulation of transcription from RNA polymerase II promoter","molecular_function,metal ion binding",1,2,1,2,1,2,2,0,2,2,2,2,2,2,2,2,5.415836334,11.8734684,4.288843632,8.196637154,3.754018068,9.375520706,2.108274698,1.374987841
1.00E-28,Anks4b,Ankyrin repeat and SAM domain-containing protein 4B,Q8K3X6,ANS4B_MOUSE,"endoplasmic reticulum membrane,plasma membrane,microvillus,brush border","cell differentiation,response to endoplasmic reticulum stress,cellular protein complex assembly,protein localization to microvillus,brush border assembly",protein binding,3,3,3,0,3,3,3,0,3,3,3,3,3,3,3,3,16.51463699,15.71771526,18.950737,3.206923962,18.71076775,22.21930885,17.66180229,1.840929031
3.51E-16,Pitrm1,"Presequence protease, mitochondrial;Isoform 2 of Presequence protease, mitochondrial",Q8K411;Q8K411-2,PREP_MOUSE,"mitochondrion,mitochondrial matrix;",proteolysis;,"metalloendopeptidase activity,metal ion binding;",8,8,8,7,8,7,8,0,8,8,8,8,8,8,8,8,23.463871,20.74840927,25.98169136,16.27965546,25.32516098,18.11456299,27.59111404,3.139495134
1.67E-17,Retnlg,Myeloid cysteine-rich protein,Q8K426,Q8K426_MOUSE,extracellular space,"myeloid dendritic cell chemotaxis,regulation of receptor activity",hormone activity,2,2,2,2,1,2,2,0,2,2,2,2,2,2,2,2,3.03951335,19.10779762,2.425637722,31.46248817,2.882925987,2.939714909,4.215241432,1.779600143
8.82E-75,Abhd11,Protein ABHD11,Q8K4F5,ABHDB_MOUSE,mitochondrion,,hydrolase activity,5,5,5,4,5,5,5,0,5,5,5,5,5,5,5,5,48.02963257,28.4992466,47.40224838,18.91020584,57.1252327,24.49332809,36.87718964,4.270453453
1.36E-06,Afmid,Kynurenine formamidase,Q8K4H1,KFA_MOUSE,"nucleus,cytoplasm,cytosol","tryptophan catabolic process,tryptophan catabolic process to kynurenine","arylformamidase activity,hydrolase activity",5,3,4,3,5,3,4,0,5,5,5,5,5,5,5,5,26.89246941,15.82620716,24.56686592,9.871183395,32.80653381,13.30035591,23.89908218,5.344461441
0.000152292,Colec12,Collectin-12,Q8K4Q8,COL12_MOUSE,"collagen trimer,integral component of membrane,extracellular exosome","phagocytosis, recognition,immune response,toll-like receptor 3 signaling pathway,positive regulation of cell adhesion molecule production,cellular response to exogenous dsRNA","signaling pattern recognition receptor activity,low-density lipoprotein particle binding,carbohydrate binding,metal ion binding",0,2,0,1,0,2,0,0,2,2,2,2,2,2,2,2,3.888724804,4.545841694,2.777369976,2.180755138,2.16116643,2.99315238,2.333532572,2.297337532
7.99E-72,Naxe,NAD(P)H-hydrate epimerase,Q8K4Z3,NNRE_MOUSE,"extracellular region,extracellular space,nucleus,nucleoplasm,mitochondrion,cytosol,cilium,intracellular membrane-bounded organelle,cell body,extracellular exosome","NADH metabolic process,NADP metabolic process,nicotinamide nucleotide metabolic process,protein homotetramerization","nucleotide binding,protein homodimerization activity,metal ion binding,NADHX epimerase activity,NADPHX epimerase activity",8,7,8,8,9,9,9,0,9,9,9,9,9,9,9,9,79.65607452,55.5904007,78.98574829,36.62722397,75.88231659,66.84477997,69.99074554,7.124516487
4.07E-15,Sf3a1,Splicing factor 3A subunit 1,Q8K4Z5,SF3A1_MOUSE,"spliceosomal complex,U2-type spliceosomal complex,U2 snRNP,nuclear speck,U2-type prespliceosome,catalytic step 2 spliceosome","regulation of alternative mRNA splicing, via spliceosome,mRNA 3'-splice site recognition,mRNA splicing, via spliceosome,mRNA processing",RNA binding,5,7,4,6,4,6,4,0,7,7,7,7,7,7,7,7,10.47983742,23.31677628,10.52026176,23.60229301,7.144824505,21.62615967,7.385821342,6.600373745
5.62E-58,Hibch,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",Q8QZS1,HIBCH_MOUSE,"mitochondrion,extracellular exosome",valine catabolic process,3-hydroxyisobutyryl-CoA hydrolase activity,25,22,23,17,24,21,23,0,25,25,25,25,25,25,25,25,128.8334808,67.05514526,132.2569275,33.68664551,132.3249969,58.09586334,114.3603897,14.6662159
6.07E-79,Acat1,"Acetyl-CoA acetyltransferase, mitochondrial",Q8QZT1,THIL_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,extracellular exosome","liver development,acetyl-CoA biosynthetic process,isoleucine catabolic process,fatty acid beta-oxidation,brain development,response to hormone,response to organic cyclic compound,coenzyme A metabolic process,coenzyme A biosynthetic process,response to starvation,acetyl-CoA catabolic process,ketone body catabolic process,protein homooligomerization,adipose tissue development,metanephric proximal convoluted tubule development,propionyl-CoA biosynthetic process","acetyl-CoA C-acetyltransferase activity,carbon-carbon lyase activity,ligase activity, forming carbon-carbon bonds,enzyme binding,protein homodimerization activity,metal ion binding,coenzyme binding",43,40,42,39,43,38,44,12,44,44,44,44,44,44,44,44,1813.181885,909.6160889,1726.462158,499.2600403,1665.434204,761.9736938,1535.149048,200.2612152
1.95E-65,Fam151a,Protein FAM151A,Q8QZW3,F151A_MOUSE,"integral component of membrane,extracellular exosome",biological_process,molecular_function,3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,84.01625824,27.97675133,82.14660645,76.96383667,73.61504364,50.48150253,101.8166351,6.611411572
1.38E-46,Eif3l,Eukaryotic translation initiation factor 3 subunit L,Q8QZY1,EIF3L_MOUSE,"fibrillar center,nucleoplasm,nucleolus,eukaryotic translation initiation factor 3 complex,membrane","translational initiation,viral translational termination-reinitiation","RNA binding,translation initiation factor activity",11,11,11,11,11,10,11,0,11,11,11,11,11,11,11,11,27.51334763,54.63469696,26.7984581,55.83148956,24.36818695,38.17773819,28.92305183,7.806155682
4.69E-06,Sf3b4,Splicing factor 3B subunit 4,Q8QZY9,SF3B4_MOUSE,"spliceosomal complex,U12-type spliceosomal complex","mRNA processing,RNA splicing,positive regulation of mRNA splicing, via spliceosome",RNA binding,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,3.426794529,2.063881874,2.079683781,5.128536224,3.852528334,3.008140802,2.287801504,2.284052134
1.47E-33,Tprkb,EKC/KEOPS complex subunit Tprkb,Q8QZZ7,TPRKB_MOUSE,"EKC/KEOPS complex,nucleus,cytosol","tRNA processing,biological_process",protein kinase binding,2,2,2,2,1,2,1,0,2,2,2,2,2,2,2,2,7.948154449,15.52691555,6.629245281,11.97041607,3.215903044,11.90418053,3.553861618,1.057600737
3.86E-34,Aimp2,Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,Q8R010;Q8R3V2,AIMP2_MOUSE;Q8R3V2_MOUSE,"nucleus,cytosol,membrane,aminoacyl-tRNA synthetase multienzyme complex;","translation,protein complex assembly,apoptotic process,negative regulation of cell proliferation,positive regulation of protein ubiquitination,Type II pneumocyte differentiation,positive regulation of neuron death,positive regulation of aminoacyl-tRNA ligase activity;","protein binding,protein complex scaffold;",3,4,3,3,3,3,3,0,4,4,4,4,4,4,4,4,4.929036617,9.253157616,2.846877098,4.524245739,3.394742489,5.425992966,2.710337877,1.410550475
6.74E-36,Blmh,Bleomycin hydrolase,Q8R016,BLMH_MOUSE,"nucleus,cytoplasm,extracellular exosome","proteolysis,response to toxic substance,response to drug,homocysteine catabolic process","aminopeptidase activity,cysteine-type endopeptidase activity,peptidase activity,cysteine-type peptidase activity,identical protein binding",6,6,6,5,6,5,6,0,6,6,6,6,6,6,6,6,12.87690735,13.21255875,12.33812046,16.00061417,9.952108383,13.21943283,11.69925594,3.390534639
2.11E-23,Mrpl58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial;Isoform 2 of Peptidyl-tRNA hydrolase ICT1, mitochondrial",Q8R035;Q8R035-2,ICT1_MOUSE,"mitochondrion,mitochondrial large ribosomal subunit;","mitochondrial translational termination,rescue of stalled ribosome;","aminoacyl-tRNA hydrolase activity,translation release factor activity, codon nonspecific;",3,3,3,3,3,3,3,0,3,3,3,3,3,3,3,3,15.79280376,15.13125896,14.16982365,11.64556694,15.45908165,16.79244995,14.5507021,1.564773917
1.74E-50,Gspt1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A;Isoform 2 of Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,Q8R050;Q8R050-2,ERF3A_MOUSE,"cytosol,translation release factor complex;","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,cytoplasmic translational termination,protein methylation;","RNA binding,translation release factor activity,GTPase activity,GTP binding;",14,14,14,14,14,14,14,0,14,14,14,14,14,14,14,14,38.28742218,60.06260681,41.9630928,55.89992905,35.93417358,62.96242142,38.81729889,5.00261116
1.37E-67,Suox,"Sulfite oxidase, mitochondrial",Q8R086,SUOX_MOUSE,"mitochondrion,mitochondrial intermembrane space","sulfur compound metabolic process,nitrate assimilation,oxidation-reduction process","sulfite oxidase activity,heme binding,molybdenum ion binding,molybdopterin cofactor binding",12,9,12,11,13,13,14,0,14,14,14,14,14,14,14,14,104.447197,42.90259171,105.3692703,64.45331573,109.373497,52.79306793,102.9986496,5.757367134
2.66E-99,Fahd1,"Acylpyruvase FAHD1, mitochondrial",Q8R0F8,FAHD1_MOUSE,"nucleoplasm,mitochondrion,mitochondrial inner membrane,cytosol",metabolic process,"oxaloacetate decarboxylase activity,acetylpyruvate hydrolase activity,fumarylpyruvate hydrolase activity,metal ion binding,acylpyruvate hydrolase activity",10,9,10,8,10,9,10,0,11,11,11,11,11,11,11,11,192.3217316,100.7980347,183.8733673,58.60322571,189.2743073,92.58533478,163.5644989,25.16499901
8.50E-07,Ace2,Angiotensin-converting enzyme 2,Q8R0I0,ACE2_MOUSE,"extracellular region,extracellular space,cytoplasm,plasma membrane,cell surface,integral component of membrane,extracellular exosome","angiotensin-mediated drinking behavior,regulation of systemic arterial blood pressure by renin-angiotensin,proteolysis,tryptophan transport,receptor biosynthetic process,viral entry into host cell,receptor-mediated virion attachment to host cell,positive regulation of cardiac muscle contraction,positive regulation of gap junction assembly,regulation of cardiac conduction","virus receptor activity,endopeptidase activity,carboxypeptidase activity,metallocarboxypeptidase activity,peptidyl-dipeptidase activity,metal ion binding",1,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,13.50995827,22.43874168,18.14710236,10.8369875,12.82564831,14.15417576,14.91104126,1.964890957
1.78E-09,Mpdu1,Mannose-P-dolichol utilization defect 1;Mannose-P-dolichol utilization defect 1 protein,Q8R0J2;Q9R0Q9,Q8R0J2_MOUSE;MPU1_MOUSE,";membrane,integral component of membrane,extracellular exosome",";dolichol-linked oligosaccharide biosynthetic process,transport,oligosaccharide biosynthetic process",;molecular_function,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,18.22449303,41.58706284,26.28484535,24.02669525,16.5517025,18.56852722,12.02421951,1.291558623
1.99E-69,Aldh1l1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,Q8R0Y6,AL1L1_MOUSE,"mitochondrion,cytosol,extracellular exosome","one-carbon metabolic process,biosynthetic process,10-formyltetrahydrofolate catabolic process,oxidation-reduction process","aldehyde dehydrogenase (NAD) activity,protein binding,formyltetrahydrofolate dehydrogenase activity,hydroxymethyl-, formyl- and related transferase activity",71,69,72,64,70,68,72,8,72,72,72,72,72,72,72,72,312.051178,181.351181,306.9050598,96.9352417,317.084198,167.7963104,311.617218,19.90662956
4.08E-89,Slc25a42,Mitochondrial coenzyme A transporter SLC25A42,Q8R0Y8,S2542_MOUSE,"nucleus,mitochondrion,mitochondrial inner membrane,integral component of membrane","mitochondrial transport,ADP transport,ATP transport,coenzyme A transmembrane transport,AMP transport","ATP transmembrane transporter activity,ADP transmembrane transporter activity,coenzyme A transmembrane transporter activity,adenosine-diphosphatase activity,AMP transmembrane transporter activity",5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5,40.00121307,21.49739838,51.08903122,14.73854733,50.49727631,21.54850388,39.82330322,2.694384336
8.33E-12,Serpina10,Protein Z-dependent protease inhibitor;Isoform 2 of Protein Z-dependent protease inhibitor,Q8R121;Q8R121-2,ZPI_MOUSE,"extracellular space,extracellular exosome;","blood coagulation,negative regulation of endopeptidase activity;","serine-type endopeptidase inhibitor activity,heparin binding;",3,3,1,4,2,2,3,0,4,4,4,4,4,4,4,4,3.668591499,2.850746632,2.592410326,26.30403519,2.185524464,3.950516701,2.423859596,2.626362085
4.63E-75,Bphl,Valacyclovir hydrolase,Q8R164,BPHL_MOUSE,"mitochondrion,extracellular exosome",,hydrolase activity,26,27,26,25,27,23,27,4,27,27,27,27,27,27,27,27,274.3197632,132.2557831,277.868042,76.13600922,287.5703125,133.5940094,267.6225586,9.893424988
1.70E-66,Eif3c,Eukaryotic translation initiation factor 3 subunit C,Q8R1B4,EIF3C_MOUSE,"eukaryotic translation initiation factor 3 complex,eukaryotic translation initiation factor 3 complex, eIF3m","translational initiation,positive regulation of translation,positive regulation of mRNA binding","RNA binding,translation initiation factor activity,translation initiation factor binding,ribosome binding",14,15,14,15,15,15,16,0,17,17,17,17,17,17,17,17,28.75483704,51.35795212,29.03998947,53.01723862,31.67399979,56.01229477,36.00308228,5.310989857
1.56E-10,Fam129b,Niban-like protein 1,Q8R1F1,NIBL1_MOUSE,"nucleoplasm,cytoplasm,cytosol,plasma membrane,adherens junction,extracellular exosome,nucleus","negative regulation of cell proliferation,gonadotropin secretion,RNA folding,negative regulation of apoptotic process,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,negative regulation of DNA biosynthetic process","transcription coactivator activity,cadherin binding",7,8,6,9,7,9,8,0,9,9,9,9,9,9,9,9,12.13899803,24.8064785,7.09320116,34.75337219,8.341317177,19.17835808,14.14424801,5.650205135
1.10E-58,Cmbl,Carboxymethylenebutenolidase homolog,Q8R1G2,CMBL_MOUSE,"cytosol,extracellular exosome",biological_process,"molecular_function,hydrolase activity",13,12,13,10,13,12,13,1,13,13,13,13,13,13,13,13,163.0131378,113.2909012,201.7511292,42.84825134,196.1918488,109.1391068,166.5531158,22.5129509
4.63E-47,Uqcr10,Cytochrome b-c1 complex subunit 9,Q8R1I1,QCR9_MOUSE,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex III,extracellular exosome","mitochondrial electron transport, ubiquinol to cytochrome c,aerobic respiration,mitochondrial respiratory chain complex III assembly,hydrogen ion transmembrane transport",ubiquinol-cytochrome-c reductase activity,5,4,5,4,4,4,5,0,5,5,5,5,5,5,5,5,107.0107117,93.3863678,104.5064316,238.7050629,112.9482422,118.0932159,111.6397018,7.692265034
