PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[3] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[4] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity
"transcription, DNA-templated,regulation of transcription, DNA-templated,apoptotic process,cell cycle,positive regulation of cell proliferation,positive regulation of cell migration,positive regulation of apoptotic process,negative regulation of nucleic acid-templated transcription;","nuclear envelope lumen,perinuclear region of cytoplasm;",Ccar1,"core promoter binding,transcription coactivator activity,transcription corepressor activity,RNA binding,protein binding,ligand-dependent nuclear receptor transcription coactivator activity;",Cell division cycle and apoptosis regulator protein 1;Isoform 3 of Cell division cycle and apoptosis regulator protein 1,CCAR1_MOUSE,2.12E-21,Q8CH18;Q8CH18-3,6,5,7,7,7,7,7,7,84.1992569,49.18669891,80.56603241,96.71811676
"transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,apoptotic process,regulation of mRNA processing;","nucleus,nucleoplasm,nuclear body;",Sltm,"double-stranded DNA binding,RNA binding,sequence-specific DNA binding;",SAFB-like transcription modulator;Isoform 2 of SAFB-like transcription modulator,SLTM_MOUSE,0.000182795,Q8CH25;Q8CH25-2,2,1,1,1,3,3,3,3,27.78633499,28.07740784,23.88245583,26.84675026
"cytokinesis,endocytic recycling,protein localization to cilium,negative regulation of adiponectin secretion;;","nucleoplasm,endosome,centrosome,microtubule organizing center,membrane,midbody,cleavage furrow,intracellular membrane-bounded organelle,intercellular bridge,recycling endosome,recycling endosome membrane;;",Rab11fip3,"calcium ion binding,protein binding,Rab GTPase binding,ADP-ribosylation factor binding,protein homodimerization activity,dynein light intermediate chain binding;;",Rab11 family-interacting protein 3;Isoform 2 of Rab11 family-interacting protein 3;Isoform 3 of Rab11 family-interacting protein 3,RFIP3_MOUSE,2.14E-33,Q8CHD8;Q8CHD8-2;Q8CHD8-3,11,10,11,12,8,8,8,8,108.8779984,107.8847122,109.3617935,94.00006866
"phospholipid biosynthetic process,ventricular system development,layer formation in cerebral cortex,phosphatidylinositol metabolic process","membrane,integral component of membrane",Mboat7,lysophospholipid acyltransferase activity,Lysophospholipid acyltransferase 7,MBOA7_MOUSE,3.29E-08,Q8CHK3,2,2,2,2,2,2,2,2,5.768565178,15.48215675,15.30173969,12.30504608
"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,positive regulation of translation,exon-exon junction complex disassembly;","nucleus,nucleoplasm,nucleolus,cytosol,cell junction,exon-exon junction complex;",Pym1,"RNA binding,ribosome binding;",Partner of Y14 and mago;Isoform 2 of Partner of Y14 and mago,PYM1_MOUSE,1.30E-18,Q8CHP5;Q8CHP5-2,3,3,4,2,4,4,4,4,25.63742828,25.83473587,37.86587143,23.29713249
"glycerol biosynthetic process,glycerophospholipid metabolic process,dephosphorylation,peptidyl-tyrosine dephosphorylation,negative regulation of gluconeogenesis",cytosol,Pgp,"glycerol-1-phosphatase activity,magnesium ion binding,protein tyrosine phosphatase activity,phosphoglycolate phosphatase activity,glycerol-3-phosphatase activity,nucleotide phosphatase activity, acting on free nucleotides",Glycerol-3-phosphate phosphatase,PGP_MOUSE,2.19E-48,Q8CHP8,14,14,14,13,9,9,9,9,738.1113281,928.6748657,891.8012085,917.8219604
"proline catabolic process to glutamate,oxidation-reduction process","mitochondrion,mitochondrial matrix",Aldh4a1,"1-pyrroline-5-carboxylate dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,identical protein binding","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",AL4A1_MOUSE,1.39E-38,Q8CHT0,33,33,34,32,12,12,12,12,23198.19336,23888.6875,24799.09375,23158.27344
"ovarian follicle development,translational initiation,aging,response to heat,response to glucose,response to lithium ion,astrocyte development,oligodendrocyte development,hippocampus development,response to endoplasmic reticulum stress,cellular response to drug,myelination,positive regulation of apoptotic process,response to peptide hormone,positive regulation of GTPase activity,positive regulation of translational initiation,astrocyte differentiation","nucleus,cytoplasm,cytosol,eukaryotic translation initiation factor 2B complex",Eif2b5,"guanyl-nucleotide exchange factor activity,translation initiation factor binding,translation initiation factor activity",Translation initiation factor eIF-2B subunit epsilon,EI2BE_MOUSE,2.34E-07,Q8CHW4,2,2,3,3,3,3,3,3,78.57511139,92.03598022,92.41086578,97.21715546
"regulation of synapse assembly,regulation of dendritic spine morphogenesis,cell-cell adhesion","cytosol,cell-cell adherens junction,postsynaptic density,actin cytoskeleton,Z disc,neuron projection,postsynaptic membrane",Pdlim5,"protein binding,metal ion binding,cadherin binding involved in cell-cell adhesion",PDZ and LIM domain protein 5,PDLI5_MOUSE,5.16E-55,Q8CI51,22,21,23,21,8,8,8,8,930.9495239,2996.746582,710.8224487,592.7603149
"mitotic cell cycle,nuclear-transcribed mRNA catabolic process, exonucleolytic,rRNA processing,negative regulation of cell proliferation,miRNA catabolic process,stem cell population maintenance,nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',cell division,mitotic sister chromatid separation,RNA phosphodiester bond hydrolysis, exonucleolytic,polyuridylation-dependent mRNA catabolic process;","exosome (RNase complex),cytoplasmic mRNA processing body,cytoplasm;",Dis3l2,"3'-5'-exoribonuclease activity,magnesium ion binding,ribonuclease activity,protein binding,poly(U) RNA binding;",DIS3-like exonuclease 2;Isoform 2 of DIS3-like exonuclease 2,DI3L2_MOUSE,0.000292105,Q8CI75;Q8CI75-2,0,3,2,3,3,3,3,3,12.24266529,29.85429382,37.14735413,18.04214287
"translation,positive regulation of mitochondrial translation",mitochondrion,Rmnd1,molecular_function,Required for meiotic nuclear division protein 1 homolog,RMND1_MOUSE,2.28E-38,Q8CI78,4,3,3,3,4,4,4,4,61.19243622,87.1151886,83.97290802,51.23629761
glycogen catabolic process,"cytoplasm,membrane,axon,extracellular exosome",Pygb,"glycogen phosphorylase activity,pyridoxal phosphate binding,Requires Ontology","Glycogen phosphorylase, brain form",PYGB_MOUSE,1.01E-61,Q8CI94,12,13,14,12,7,7,7,7,289.0903931,245.2773743,261.072113,273.3132019
"cell-matrix adhesion,transforming growth factor beta receptor signaling pathway,integrin-mediated signaling pathway,regulation of cell shape,Wnt signaling pathway,integrin activation,substrate adhesion-dependent cell spreading,focal adhesion assembly,protein localization to membrane","nucleus,nucleoplasm,cytoplasm,focal adhesion,cell cortex,cell surface,extrinsic component of cytoplasmic side of plasma membrane,lamellipodium membrane,I band,stress fiber,filamentous actin",Fermt2,"phosphatidylinositol-3,4,5-trisphosphate binding",Fermitin family homolog 2,FERM2_MOUSE,1.71E-46,Q8CIB5,22,21,21,19,8,8,8,8,328.8937378,300.1828613,283.6448059,332.0717163
"intracellular protein transport,ER to Golgi vesicle-mediated transport,retrograde vesicle-mediated transport, Golgi to ER,intra-Golgi vesicle-mediated transport,regulation of receptor activity,pancreatic juice secretion","Golgi membrane,extracellular space,cytoplasm,membrane,COPI vesicle coat,extracellular exosome",Copa,"hormone activity,structural molecule activity",Coatomer subunit alpha,COPA_MOUSE,1.57E-64,Q8CIE6,50,49,44,50,7,7,7,7,1349.221924,1327.151611,1233.773438,1404.44397
"positive regulation of receptor internalization,stimulatory C-type lectin receptor signaling pathway,follicular B cell differentiation,phosphatidylinositol biosynthetic process,phospholipid catabolic process,regulation of gene expression,B cell differentiation,activation of store-operated calcium channel activity,positive regulation of type I interferon production,response to lipopolysaccharide,inositol trisphosphate biosynthetic process,intracellular signal transduction,negative regulation of programmed cell death,T cell receptor signaling pathway,B cell receptor signaling pathway,release of sequestered calcium ion into cytosol","cytosol,plasma membrane,extracellular exosome",Plcg2,"phosphotyrosine binding,phosphatidylinositol phospholipase C activity,phospholipase C activity,signal transducer activity,protein binding","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",PLCG2_MOUSE,3.46E-22,Q8CIH5,3,2,3,5,6,6,6,6,39.24845505,29.10047722,30.24196625,67.73454285
"G1/S transition of mitotic cell cycle,kidney development,'de novo' IMP biosynthetic process,glutamine catabolic process,lactation,purine nucleobase biosynthetic process,nucleoside metabolic process,animal organ regeneration,cellular response to insulin stimulus,cellular response to drug,protein homotetramerization,maternal process involved in female pregnancy",,Ppat,"amidophosphoribosyltransferase activity,metal ion binding,iron-sulfur cluster binding",Amidophosphoribosyltransferase,Q8CIH9_MOUSE,6.18E-39,Q8CIH9,7,7,7,7,7,7,7,7,251.8421631,293.0202637,234.4397125,301.627655
"protein phosphorylation,apoptotic process,Rho protein signal transduction,regulation of mitotic cell cycle,phosphorylation,cell migration,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,actin cytoskeleton organization,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of growth,negative regulation of apoptotic process,regulation of MAPK cascade,protein autophosphorylation,positive regulation of peptidyl-tyrosine phosphorylation,dendritic spine development,positive regulation of protein tyrosine kinase activity,cellular response to organic cyclic compound,positive regulation of extrinsic apoptotic signaling pathway,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis","nucleus,cytoplasm,cytosol,membrane,perinuclear region of cytoplasm",Pak2,"protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,protein kinase binding,protein tyrosine kinase activator activity,small GTPase binding,identical protein binding,cadherin binding,Rac GTPase binding",Serine/threonine-protein kinase PAK 2,PAK2_MOUSE,1.93E-46,Q8CIN4,12,12,14,13,9,9,9,9,294.6354065,268.5731506,377.4176941,374.9196777
"centrosome cycle,protein localization,centriole-centriole cohesion,epithelial structure maintenance,ciliary basal body organization,protein localization to organelle,photoreceptor cell maintenance,positive regulation of cilium assembly,establishment of organelle localization,positive regulation of protein localization to cilium;","photoreceptor inner segment,centrosome,centriole,cytosol,plasma membrane,actin cytoskeleton,ciliary rootlet,extracellular exosome;",Crocc,"actin binding,structural molecule activity,protein binding,kinesin binding;",Rootletin;Isoform 2 of Rootletin,CROCC_MOUSE,4.69E-29,Q8CJ40;Q8CJ40-2,2,3,3,4,4,4,4,4,9.748752594,16.60973358,11.21748734,19.57216644
"endocytosis,actin cytoskeleton organization;;;","phagocytic cup,nucleoplasm,lysosome,Golgi apparatus,microtubule,cell cortex,cell projection,intracellular membrane-bounded organelle,extracellular exosome;;;",Trip10,"protein binding,lipid binding,identical protein binding;;;",Cdc42-interacting protein 4;Isoform 2 of Cdc42-interacting protein 4;Isoform 3 of Cdc42-interacting protein 4;Isoform 4 of Cdc42-interacting protein 4,CIP4_MOUSE,0.004846502,Q8CJ53;Q8CJ53-2;Q8CJ53-3;Q8CJ53-4,3,3,2,1,4,4,4,4,18.08515549,27.34112549,16.49679375,42.15115738
"transcription, DNA-templated,post-embryonic development,RNA secondary structure unwinding,miRNA metabolic process,positive regulation of gene expression,cell differentiation,gene silencing by RNA,pre-miRNA processing,siRNA loading onto RISC involved in RNA interference,production of miRNAs involved in gene silencing by miRNA,miRNA mediated inhibition of translation,mRNA cleavage involved in gene silencing by miRNA,miRNA loading onto RISC involved in gene silencing by miRNA,positive regulation of transcription from RNA polymerase II promoter,negative regulation of translational initiation,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,RNA phosphodiester bond hydrolysis, endonucleolytic,mRNA cleavage involved in gene silencing by siRNA,positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,Requires Ontology","cytoplasmic mRNA processing body,nucleus,nucleoplasm,cytoplasm,cytosol,polysome,mRNA cap binding complex,membrane,RISC complex,cell junction,dendrite,intracellular ribonucleoprotein complex,micro-ribonucleoprotein complex,extracellular exosome,RISC-loading complex",Ago2,"RNA 7-methylguanosine cap binding,RNA polymerase II core binding,core promoter binding,RNA binding,double-stranded RNA binding,single-stranded RNA binding,mRNA binding,endoribonuclease activity,protein binding,protein C-terminus binding,siRNA binding,miRNA binding,metal ion binding,endoribonuclease activity, cleaving siRNA-paired mRNA,endoribonuclease activity, cleaving miRNA-paired mRNA,mRNA cap binding",Protein argonaute-2,AGO2_MOUSE,5.48E-05,Q8CJG0,2,4,3,4,4,4,4,4,12.5571022,5.283662796,16.4305191,22.16152763
"cholesterol biosynthetic process,isoprenoid biosynthetic process",cytoplasm,Hmgcs1,hydroxymethylglutaryl-CoA synthase activity,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",HMCS1_MOUSE,6.52E-43,Q8JZK9,9,9,11,8,7,7,7,7,436.7193298,408.4594727,372.9017029,358.2564392
"negative regulation of transcription from RNA polymerase II promoter,regulation of cell growth,endodermal cell fate commitment,regulation of transcription from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,mRNA polyadenylation,cell cycle,negative regulation of cell proliferation,histone monoubiquitination,Wnt signaling pathway,histone modification,stem cell population maintenance,positive regulation of Wnt signaling pathway,positive regulation of mRNA 3'-end processing,protein destabilization,positive regulation of transcription elongation from RNA polymerase II promoter,histone H2B ubiquitination,recruitment of 3'-end processing factors to RNA polymerase II holoenzyme complex,negative regulation of apoptotic process,negative regulation of myeloid cell differentiation,positive regulation of transcription from RNA polymerase II promoter,negative regulation of fibroblast proliferation,negative regulation of epithelial cell proliferation,cellular response to lipopolysaccharide,positive regulation of cell cycle G1/S phase transition,negative regulation of G1/S transition of mitotic cell cycle","nuclear chromosome, telomeric region,nucleus,cytosol,Cdc73/Paf1 complex",Cdc73,"RNA polymerase II core binding,transcription factor activity, RNA polymerase II transcription factor binding,protein binding",Parafibromin,CDC73_MOUSE,0.000285505,Q8JZM7,1,2,2,3,3,3,3,3,12.0947876,61.78745651,40.47241211,21.86314583
";regulation of transcription, DNA-templated,nuclear-transcribed mRNA catabolic process, no-go decay",";mitochondrial inner membrane,Golgi apparatus,cytosol,plasma membrane,CRD-mediated mRNA stability complex",Csde1,";DNA binding,RNA binding",Cold shock domain-containing protein E1,Q8JZN2_MOUSE;CSDE1_MOUSE,1.79E-25,Q8JZN2;Q91W50,17,17,17,16,7,7,7,7,711.5861206,652.6450195,737.0686035,639.3900146
"long-chain fatty acid metabolic process,mitochondrial respiratory chain complex I assembly,medium-chain fatty acid metabolic process,oxidation-reduction process","nucleus,mitochondrion,dendrite,mitochondrial membrane",Acad9,"long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","Acyl-CoA dehydrogenase family member 9, mitochondrial",ACAD9_MOUSE,7.77E-39,Q8JZN5,34,30,33,34,9,9,9,9,3016.111328,3312.010498,3252.943604,2787.788086
"cellular homeostasis,mitochondrion transport along microtubule,mitochondrial outer membrane permeabilization","mitochondrion,mitochondrial inner membrane,membrane,integral component of mitochondrial outer membrane,extracellular exosome",Rhot2,"GTPase activity,calcium ion binding,GTP binding",Mitochondrial Rho GTPase 2,MIRO2_MOUSE,3.81E-35,Q8JZN7,9,8,9,8,8,8,8,8,334.1083679,367.0684509,309.8990479,333.7840271
"proteolysis,mitochondrion organization,axonogenesis,neuromuscular junction development,mitochondrial fusion,nerve development,mitochondrial protein processing,calcium ion transmembrane import into mitochondrion,regulation of multicellular organism growth,cristae formation,myelination,muscle fiber development,mitochondrial calcium ion homeostasis,righting reflex","mitochondrion,mitochondrial inner membrane,m-AAA complex",Afg3l2,"metalloendopeptidase activity,ATP binding,metallopeptidase activity,zinc ion binding",AFG3-like protein 2,AFG32_MOUSE,5.98E-41,Q8JZQ2,22,22,21,21,7,7,7,7,1029.426758,1012.86438,925.2088013,691.8549805
"translational initiation,regulation of translational initiation,IRES-dependent viral translational initiation,viral translational termination-reinitiation","eukaryotic translation initiation factor 3 complex,extracellular exosome,eukaryotic translation initiation factor 3 complex, eIF3m",Eif3b,"RNA binding,translation initiation factor activity,protein binding,translation initiation factor binding",Eukaryotic translation initiation factor 3 subunit B,EIF3B_MOUSE,5.30E-53,Q8JZQ9,25,26,25,24,7,7,7,7,424.0518799,433.6828918,385.7689514,483.6088867
