PG.BiologicalProcess,PG.CellularComponent,PG.Genes,PG.MolecularFunction,PG.ProteinDescriptions,PG.ProteinNames,PG.Qvalue,PG.UniProtIds,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[2] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[3] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[4] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
"proteolysis,cellular amino acid metabolic process,amide biosynthetic process,cellular amide catabolic process,cellular lipid metabolic process,energy homeostasis,negative regulation of neuron death,adaptive thermogenesis,regulation of oxidative phosphorylation uncoupler activity","extracellular space,extracellular exosome",Pm20d1,"peptidase activity,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,lyase activity,metal ion binding",N-fatty-acyl-amino acid synthase/hydrolase PM20D1,P20D1_MOUSE,4.42E-26,Q8C165,15,21,14,14,9,9,9,9,559.5543823,2160.753906,378.0499268,586.4448853
"transcription, DNA-templated,regulation of transcription, DNA-templated,proteolysis,negative regulation of gene expression,regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of DNA binding,positive regulation of neuron differentiation,positive regulation of protein kinase B signaling,cellular response to calcium ion,negative regulation of NIK/NF-kappaB signaling,positive regulation of tumor necrosis factor-mediated signaling pathway,neuron projection extension","nucleus,nucleoplasm,cytoplasm,cytosol,plasma membrane,membrane,nuclear membrane,extracellular exosome",Cpne1,"phosphatidylserine binding,endopeptidase activity,calcium ion binding,protein binding,protein homodimerization activity,NF-kappaB binding",Copine-1,CPNE1_MOUSE,1.11E-41,Q8C166,9,9,9,9,7,7,7,7,472.8442688,640.774353,587.3228149,466.5158691
"regulation of alternative mRNA splicing, via spliceosome,mRNA processing,RNA splicing,regulation of RNA splicing;;;","nucleoplasm,cytoplasm;;;",Mbnl2,"RNA binding,metal ion binding;;;",Muscleblind-like protein 2;Isoform 2 of Muscleblind-like protein 2;Isoform 3 of Muscleblind-like protein 2;Isoform 4 of Muscleblind-like protein 2,MBNL2_MOUSE,1.51E-13,Q8C181;Q8C181-2;Q8C181-3;Q8C181-4,3,2,3,3,3,3,3,3,178.7623291,165.6727142,197.1322327,183.6376801
"fat cell differentiation,protein homooligomerization,protein heterooligomerization","nuclear inner membrane,membrane,integral component of membrane",Tmem120a,molecular_function,Transmembrane protein 120A,T120A_MOUSE,3.50E-18,Q8C1E7,3,2,2,3,3,3,3,3,16.8163929,13.93494701,10.98493576,8.344181061
"oocyte maturation,protein transport,endosomal transport,polar body extrusion after meiotic divisions,cholesterol homeostasis,spindle assembly involved in meiosis","endosome,early endosome,endoplasmic reticulum,cytosol,WASH complex",Kiaa0196,molecular_function,WASH complex subunit strumpellin,STRUM_MOUSE,6.90E-29,Q8C2E7,7,7,7,7,7,7,7,7,127.8640823,86.38858795,125.0485992,106.4372482
"activation of innate immune response,transcription, DNA-templated,histone deacetylation,positive regulation of transcription from RNA polymerase II promoter,negative regulation of centriole replication,SMAD protein signal transduction,centriole assembly","nucleus,transcription factor complex,nucleolus,cytoplasm,nuclear speck",Rbm14,"RNA binding,ligand-dependent nuclear receptor transcription coactivator activity",RNA-binding protein 14,RBM14_MOUSE,3.39E-37,Q8C2Q3,13,10,13,12,8,8,8,8,260.690918,233.8557587,274.7872314,275.0224915
,,Atp5c1,,ATP synthase subunit gamma,Q8C2Q8_MOUSE,6.11E-33,Q8C2Q8,21,21,20,21,12,12,12,12,13294.22754,30154.66992,10401.6084,15424.35254
biological_process,"mitochondrion,integral component of membrane,mitochondrial membrane",Ccdc90b,molecular_function,"Coiled-coil domain-containing protein 90B, mitochondrial",CC90B_MOUSE,5.64E-23,Q8C3X2,7,6,6,7,7,7,7,7,87.42133331,161.8129578,109.8093414,114.1547012
protein maturation,"endoplasmic reticulum membrane,membrane,integral component of membrane",Lmf2,molecular_function,Lipase maturation factor 2,LMF2_MOUSE,6.18E-20,Q8C3X8,3,3,3,3,3,3,3,3,30.41280556,33.32608032,34.09386444,11.44902611
biological_process;,"endoplasmic reticulum,Golgi apparatus,plasma membrane,integral component of membrane,intracellular membrane-bounded organelle;",Yipf4,molecular_function;,Protein YIPF4;Isoform 2 of Protein YIPF4,YIPF4_MOUSE,4.29E-16,Q8C407;Q8C407-2,2,2,2,2,2,2,2,2,39.36647415,22.01384354,34.76357269,41.5401535
"neuron differentiation,lipoprotein transport,cilium morphogenesis","intracellular,ciliary transition zone",Unc119b,lipid binding,Protein unc-119 homolog B,U119B_MOUSE,1.59E-21,Q8C4B4,6,3,7,6,7,7,7,7,128.6313019,124.0562363,200.92276,162.6010132
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","nucleus,nucleolus,small-subunit processome,Pwp2p-containing subcomplex of 90S preribosome",Tbl3,"RNA binding,snoRNA binding",Transducin beta-like protein 3,TBL3_MOUSE,0.002514238,Q8C4J7,2,0,2,1,2,2,2,2,6.382918358,4.459697723,7.239120483,4.790635109
"osteoblast differentiation,ureteric bud development,somitogenesis,neural tube closure,hematopoietic progenitor cell differentiation,proteolysis,G-protein coupled receptor signaling pathway,positive regulation of cell proliferation,negative regulation of cell proliferation,male gonad development,female gonad development,cellular response to starvation,dorsal/ventral axis specification,anterior/posterior pattern specification,regulation of cell cycle process,negative regulation of gene expression,negative regulation of epithelial to mesenchymal transition,regulation of neuron projection development,neural crest cell fate commitment,response to organic cyclic compound,neural tube development,actin cytoskeleton organization,hemopoiesis,positive regulation of Wnt signaling pathway,negative regulation of Wnt signaling pathway,negative regulation of ossification,positive regulation of cell growth,negative regulation of cell growth,negative regulation of cell migration,negative regulation of BMP signaling pathway,negative regulation of osteoblast proliferation,substrate adhesion-dependent cell spreading,somatic stem cell population maintenance,response to drug,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of JUN kinase activity,cellular response to fibroblast growth factor stimulus,stromal-epithelial cell signaling involved in prostate gland development,negative regulation of B cell differentiation,positive regulation of fat cell differentiation,negative regulation of osteoblast differentiation,negative regulation of osteoclast differentiation,positive regulation of smoothened signaling pathway,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,development of primary male sexual characteristics,negative regulation of insulin secretion,negative regulation of bone remodeling,negative regulation of fibroblast proliferation,digestive tract morphogenesis,positive regulation of epithelial cell proliferation,negative regulation of epithelial cell proliferation,negative regulation of peptidyl-tyrosine phosphorylation,canonical Wnt signaling pathway,Wnt signaling pathway, planar cell polarity pathway,hematopoietic stem cell differentiation,bone trabecula formation,prostate epithelial cord arborization involved in prostate glandular acinus morphogenesis,regulation of branching involved in prostate gland morphogenesis,negative regulation of androgen receptor signaling pathway,cellular response to vitamin D,cellular response to interleukin-1,cellular response to tumor necrosis factor,cellular response to growth factor stimulus,cellular response to prostaglandin E stimulus,cellular response to estrogen stimulus,cellular response to estradiol stimulus,cellular response to hypoxia,cellular response to X-ray,cellular response to heparin,dopaminergic neuron differentiation,cellular response to transforming growth factor beta stimulus,cellular response to BMP stimulus,negative regulation of canonical Wnt signaling pathway,regulation of establishment of planar polarity,planar cell polarity pathway involved in neural tube closure,Wnt signaling pathway involved in somitogenesis,convergent extension involved in somitogenesis,positive regulation of canonical Wnt signaling pathway,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors,regulation of midbrain dopaminergic neuron differentiation,negative regulation of planar cell polarity pathway involved in axis elongation,positive regulation of non-canonical Wnt signaling pathway,negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification,negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation,negative regulation of fibroblast apoptotic process,positive regulation of fibroblast apoptotic process,positive regulation of extrinsic apoptotic signaling pathway","proteinaceous extracellular matrix,extracellular space,intracellular,cytosol,plasma membrane,cell surface,integral component of membrane,extracellular matrix,extracellular exosome",Sfrp1,"cysteine-type endopeptidase activity,G-protein coupled receptor activity,frizzled binding,protein binding,drug binding,heparin binding,Wnt-protein binding,identical protein binding,Wnt-activated receptor activity",Secreted frizzled-related protein 1,SFRP1_MOUSE,1.19E-13,Q8C4U3,2,3,3,2,3,3,3,3,44.1294632,120.8279953,49.86801529,16.23958778
"biological_process,nucleic acid phosphodiester bond hydrolysis","membrane,extracellular exosome",Endod1,"nucleic acid binding,endonuclease activity,metal ion binding",Endonuclease domain-containing 1 protein,ENDD1_MOUSE,0.000547044,Q8C522,2,1,2,1,3,3,3,3,14.99190331,37.70501709,17.37477684,11.08507347
biological_process,"membrane,extracellular exosome",Heatr5b,protein binding,HEAT repeat-containing protein 5B,HTR5B_MOUSE,0.000223722,Q8C547,3,1,5,5,6,6,6,6,71.23052979,19.45835686,39.63340759,36.33053207
"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,RNA export from nucleus,protein import into nucleus,cell cycle,cell division,regulation of mitotic spindle organization,cellular response to organic cyclic compound","fibrillar center,nucleus,nuclear envelope,nuclear pore,cytoplasm,mitotic spindle pole",Rae1,"RNA binding,ubiquitin binding",mRNA export factor,RAE1L_MOUSE,1.99E-15,Q8C570,5,3,5,5,5,5,5,5,79.81186676,69.63586426,99.58068848,67.84844971
";ubiquitin-dependent protein catabolic process,autophagy,inflammatory response,signal transduction,phosphorylation,epithelial cell differentiation,positive regulation of protein sumoylation,protein localization to endosome,innate immune response",";cytoplasm,nuclear body,perinuclear region of cytoplasm,extracellular exosome",Tollip,";interleukin-1, Type I receptor binding,protein binding,kinase binding,ubiquitin conjugating enzyme binding,ubiquitin protein ligase binding,SUMO binding,Toll-like receptor binding,ubiquitin binding",Toll-interacting protein,Q8C5G6_MOUSE;TOLIP_MOUSE,1.01E-23,Q8C5G6;Q9QZ06,3,3,3,3,3,3,3,3,122.5720367,91.34119415,128.8768311,125.5164261
"NADP biosynthetic process,phosphorylation,NAD metabolic process;;;;",mitochondrion;;;;,Nadk2,"NAD+ kinase activity,ATP binding,protein homodimerization activity;;;;","NAD kinase 2, mitochondrial;Isoform 2 of NAD kinase 2, mitochondrial;Isoform 3 of NAD kinase 2, mitochondrial;Isoform 4 of NAD kinase 2, mitochondrial;NAD kinase 2, mitochondrial",NAKD2_MOUSE;NAKD2_MOUSE;NAKD2_MOUSE;NAKD2_MOUSE;Z4YK42_MOUSE,5.98E-63,Q8C5H8;Q8C5H8-2;Q8C5H8-3;Q8C5H8-4;Z4YK42,13,12,12,13,8,8,8,8,319.0201111,308.7405701,195.7556915,449.6708984
"negative regulation of cell proliferation,neuron projection development;","cytoplasm,membrane,integral component of membrane;",Clmn,"molecular_function,actin binding;",Calmin;Isoform 4 of Calmin,CLMN_MOUSE,4.60E-43,Q8C5W0;Q8C5W0-4,8,5,8,7,7,7,7,7,165.2954712,60.93616867,161.780304,170.8015594
biological_process;,"cellular_component,cytoplasm,cytoskeleton;",Tbcel,molecular_function;,Tubulin-specific chaperone cofactor E-like protein;Isoform 2 of Tubulin-specific chaperone cofactor E-like protein,TBCEL_MOUSE,1.39E-07,Q8C5W3;Q8C5W3-2,2,2,3,3,3,3,3,3,35.84292984,12.60777283,37.92477417,14.59190655
";fructose 6-phosphate metabolic process,glycolytic process through fructose-6-phosphate,cellular response to leukemia inhibitory factor",";nucleus,cytoplasm,cytosol,6-phosphofructokinase complex,membrane,extracellular matrix,extracellular exosome",Pfkp,";6-phosphofructokinase activity,ATP binding,protein complex binding,cadherin binding,metal ion binding","ATP-dependent 6-phosphofructokinase;ATP-dependent 6-phosphofructokinase, platelet type",Q8C605_MOUSE;PFKAP_MOUSE,2.32E-38,Q8C605;Q9WUA3,23,22,23,23,8,8,8,8,718.6669922,738.4794922,851.8978882,544.3775635
methylation,"lipid particle,integral component of membrane,extracellular exosome",Mettl7a1,methyltransferase activity,"MCG20149, isoform CRA_a",Q8C6B0_MOUSE,1.04E-43,Q8C6B0,5,6,5,5,6,6,6,6,309.1405334,327.4172058,187.9218903,289.6631775
,,Snx18,,Sorting nexin,Q8C788_MOUSE,3.48E-23,Q8C788,5,5,6,6,6,6,6,6,72.65124512,125.9165878,106.2615891,83.37042999
,,Rnase4,,Ribonuclease 4,Q8C7E4_MOUSE,9.35E-28,Q8C7E4,9,11,10,9,11,11,11,11,1503.115234,3869.396973,1423.141235,807.5442505
"biological_process,cobalamin biosynthetic process","cellular_component,mitochondrion",Mmaa,"molecular_function,GTPase activity,GTP binding","Methylmalonic aciduria type A homolog, mitochondrial",MMAA_MOUSE,1.52E-15,Q8C7H1,6,4,3,6,6,6,6,6,65.67889404,84.67800903,46.10334396,83.24984741
"prenylated protein catabolic process,prenylcysteine catabolic process,oxidation-reduction process","extracellular region,vacuolar membrane,membrane",Pcyox1l,prenylcysteine oxidase activity,Prenylcysteine oxidase-like,PCYXL_MOUSE,0.000592424,Q8C7K6,2,1,1,2,2,2,2,2,7.443651676,232.8993988,15.44986057,17.23044586
protein folding in endoplasmic reticulum;;,"endoplasmic reticulum,integral component of membrane,ER membrane protein complex;;",Emc1,molecular_function;;,ER membrane protein complex subunit 1;Isoform 2 of ER membrane protein complex subunit 1;ER membrane protein complex subunit 1,EMC1_MOUSE;EMC1_MOUSE;Z4YJW0_MOUSE,3.85E-42,Q8C7X2;Q8C7X2-2;Z4YJW0,11,10,13,13,8,8,8,8,318.4678345,568.6937256,350.9051819,357.6392212
;,;membrane raft,Efhd2,";calcium ion binding,protein binding,cadherin binding",EF-hand domain-containing protein D2,Q8C845_MOUSE;EFHD2_MOUSE,2.05E-53,Q8C845;Q9D8Y0,6,6,6,6,6,6,6,6,403.3400574,825.0634766,653.3098755,493.0398865
,focal adhesion,Ppfibp1,cadherin binding,Liprin-beta-1,LIPB1_MOUSE,1.11E-45,Q8C8U0,11,7,13,13,7,7,7,7,119.2186661,586.9833984,153.8486023,131.5008392
";hematopoietic progenitor cell differentiation,vesicle docking involved in exocytosis,integrin-mediated signaling pathway,positive regulation of platelet activation,negative regulation of inositol phosphate biosynthetic process,positive regulation of inositol-polyphosphate 5-phosphatase activity,cell projection organization,positive regulation of actin filament depolymerization,phospholipase C-inhibiting G-protein coupled receptor signaling pathway,cortical actin cytoskeleton organization,ruffle organization,actin cytoskeleton reorganization,positive regulation of actin filament bundle assembly,positive regulation of integrin activation,negative regulation of G-protein coupled receptor protein signaling pathway,phosphatidylinositol metabolic process,regulation of cell diameter,thrombin-activated receptor signaling pathway,platelet aggregation,protein kinase C signaling,protein secretion by platelet",";cytoplasm,membrane,ruffle membrane",Plek,";protein kinase C binding,protein homodimerization activity,phosphatidylinositol-3,4-bisphosphate binding",Pleckstrin,Q8CAG6_MOUSE;PLEK_MOUSE,1.09E-40,Q8CAG6;Q9JHK5,4,5,5,5,5,5,5,5,47.67481995,316.1830444,108.8937683,68.31322479
"heme biosynthetic process,iron-sulfur cluster assembly","mitochondrion,mitochondrial matrix",Iba57,"RNA binding,transferase activity","Putative transferase CAF17 homolog, mitochondrial",CAF17_MOUSE,2.66E-23,Q8CAK1,2,3,3,3,3,3,3,3,45.21168137,16.86515999,32.92376328,42.79575348
,,Immt,,Isoform 2 of MICOS complex subunit Mic60,MIC60_MOUSE,9.54E-48,Q8CAQ8-2,54,52,50,56,9,9,9,9,3372.61377,3915.421143,2146.228516,3791.603271
"fatty acid beta-oxidation,positive regulation of intestinal cholesterol absorption","nucleus,nucleolus,cytoplasm,mitochondrion,cytosol,extracellular exosome",Acat2,acetyl-CoA C-acetyltransferase activity,"Acetyl-CoA acetyltransferase, cytosolic",THIC_MOUSE,4.29E-48,Q8CAY6,19,17,19,19,10,10,10,10,3177.929688,756.5780029,2811.920166,3004.718262
cell differentiation,nucleus,Slfn5,ATP binding,Schlafen family member 5,SLFN5_MOUSE,1.87E-11,Q8CBA2,3,2,2,1,3,3,3,3,5.554154873,11.16545486,10.8061676,5.961756229
,,Dctn4,,Isoform 2 of Dynactin subunit 4,DCTN4_MOUSE,3.02E-27,Q8CBY8-2,11,6,11,10,7,7,7,7,140.5565796,87.10665894,145.1408081,101.7234497
"response to oxidative stress,NAD biosynthetic process,nicotinate nucleotide salvage","cytosol,extracellular exosome",Naprt,"nicotinate-nucleotide diphosphorylase (carboxylating) activity,nicotinate phosphoribosyltransferase activity,ligase activity",Nicotinate phosphoribosyltransferase,PNCB_MOUSE,3.69E-34,Q8CC86,7,6,9,9,7,7,7,7,368.6381531,201.4013824,307.0813904,348.5549927
