"","PG.BiologicalProcess","PG.CellularComponent","PG.Genes","PG.MolecularFunction","PG.ProteinDescriptions","PG.ProteinNames","PG.Qvalue","PG.UniProtIds","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification","X.1..22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity","X.2..22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity","X.3..22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity","X.4..22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity"
"240","RNA catabolic process,rRNA catabolic process,rRNA 3'-end processing,nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5',U4 snRNA 3'-end processing,exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,DNA deamination,defense response to virus,nuclear mRNA surveillance,polyadenylation-dependent snoRNA 3'-end processing","nuclear exosome (RNase complex),cytoplasmic exosome (RNase complex),exosome (RNase complex),nucleus,nucleolus,transcriptionally active chromatin","exosc5","molecular_function,RNA binding","Exosome complex component RRP46","EXOS5_MOUSE",0.000327658,"Q9CRA8",1,0,2,2,2,2,2,2,4.409074783,4.094135284,8.466762543,11.57155609
"241","spermatogenesis,peptidyl-proline hydroxylation to 3-hydroxy-L-proline,protein stabilization,chaperone-mediated protein folding,negative regulation of post-translational protein modification","proteinaceous extracellular matrix,extracellular space,endoplasmic reticulum,macromolecular complex","crtap","protein complex binding","Cartilage-associated protein","CRTAP_MOUSE",0.000107039,"Q9CYD3",0,2,2,1,2,2,2,2,7.333509922,30.60226822,27.12632751,17.34165001
"242","ribosomal large subunit assembly,ribosomal large subunit export from nucleus,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),hematopoietic progenitor cell differentiation,mitotic metaphase plate congression,ribosomal large subunit biogenesis,regulation of signal transduction by p53 class mediator,protein localization to nucleolus","condensed nuclear chromosome,fibrillar center,nucleus,nucleolus,endoplasmic reticulum,preribosome, large subunit precursor","rrs1","RNA binding,protein binding,5S rRNA binding","Ribosome biogenesis regulatory protein homolog","RRS1_MOUSE",0.0004721,"Q9CYH6",2,1,2,2,2,2,2,2,43.87950516,77.17394257,43.53717804,51.48727417
"243","biological_process","proteasome complex","psmg3","molecular_function","Proteasome assembly chaperone 3","PSMG3_MOUSE",0.000828177,"Q9CZH3",2,2,2,2,2,2,2,2,6.540483952,11.65081215,4.520588875,8.617365837
"244","chromosome segregation,iron-sulfur cluster assembly","nucleus,nucleoplasm,cytoplasm,spindle,cytosol,MMXD complex,CIA complex","fam96b","molecular_function","Mitotic spindle-associated MMXD complex subunit MIP18","MIP18_MOUSE",0.000109908,"Q9D187",2,1,1,2,2,2,2,2,12.4803133,10.76676846,22.16498756,10.47496319
"245","negative regulation of protein ubiquitination,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,protein targeting to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,positive regulation of protein catabolic process,positive regulation of ubiquitin-dependent endocytosis","ESCRT I complex,cytoplasm,endosome,early endosome,cytosol,plasma membrane,endosome membrane,late endosome membrane,extracellular exosome","vps28","protein complex binding,ubiquitin binding","Vacuolar protein sorting-associated protein 28 homolog","VPS28_MOUSE",5.73e-20,"Q9D1C8",1,0,2,1,2,2,2,2,36.22633362,37.52030945,54.59290695,20.27351952
"246","mRNA splicing, via spliceosome","Prp19 complex,spliceosomal complex,nucleolus,centrosome,nuclear speck,precatalytic spliceosome,catalytic step 2 spliceosome,DNA replication factor A complex","bcas2","molecular_function","Pre-mRNA-splicing factor SPF27","SPF27_MOUSE",1.38e-12,"Q9D287",3,1,3,2,3,3,3,3,6.174192905,5.280019283,14.16552734,9.365021706
"247","biological_process","nucleoplasm,cell junction","gid8","molecular_function","Glucose-induced degradation protein 8 homolog","GID8_MOUSE",2.33e-09,"Q9D7M1",1,1,2,2,2,2,2,2,4.994120598,9.934942245,5.634130001,10.75952911
"248","inflammatory response,cytolysis,cellular response to extracellular stimulus,pore formation in membrane of other organism,innate immune response,pore complex assembly,positive regulation of interleukin-1 beta secretion,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,protein homooligomerization,pyroptosis","extracellular space,nucleoplasm,cytosol,plasma membrane,NLRP3 inflammasome complex","gsdmdc1","phosphatidylserine binding,phosphatidylinositol-4,5-bisphosphate binding,phosphatidylinositol-4-phosphate binding,phosphatidic acid binding,cardiolipin binding","Gasdermin-D","GSDMD_MOUSE",1.02e-14,"Q9D8T2",1,2,2,1,2,2,2,2,8.075297356,11.17927074,8.174427032,8.498306274
"249","regulation of apoptotic process,innate immune response,negative regulation of inflammatory response,negative regulation of T cell activation","cytoplasm","tnfaip8l2","protein binding","Tumor necrosis factor alpha-induced protein 8-like protein 2","TP8L2_MOUSE",8.81e-11,"Q9D8Y7",2,2,2,2,2,2,2,2,15.71851921,56.97067261,10.85338593,12.98693085
"250","mitochondrial transport,thiamine pyrophosphate transport,thiamine transmembrane transport","nucleus,mitochondrion,integral component of mitochondrial inner membrane","slc25a19","thiamine transmembrane transporter activity","Mitochondrial thiamine pyrophosphate carrier","TPC_MOUSE",0.000488786,"Q9DAM5",0,1,1,2,2,2,2,2,2.06327343,4.183055878,2,3.039173365
"251","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,eye development,brain development,heart development","intracellular","smg9","identical protein binding","Protein SMG9","SMG9_MOUSE",0.001955812,"Q9DB90",1,1,2,0,2,2,2,2,3.078353167,9.88258934,2.848314285,2.595849514
"252","7-methylguanosine mRNA capping,mRNA methylation,cap1 mRNA methylation","nucleus,nucleoplasm,cytosol","cmtr1","nucleic acid binding,mRNA (nucleoside-2'-O-)-methyltransferase activity","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_MOUSE",1.01e-05,"Q9DBC3",2,2,3,4,4,4,4,4,36.74898148,77.65686798,54.71812057,113.4381027
"253","transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,cellular response to estrogen stimulus","nucleus,nucleolus,cytoplasm,transcriptionally active chromatin,MLL1 complex","pelp1","chromatin binding,RNA binding,protein binding,transcription factor binding","Proline-, glutamic acid- and leucine-rich protein 1","PELP1_MOUSE",6.18e-12,"Q9DBD5",3,1,5,4,5,5,5,5,30.19523811,40.86381531,44.87390137,33.0328598
"254","negative regulation of protein phosphorylation,ER-associated ubiquitin-dependent protein catabolic process,positive regulation of ATPase activity,protein folding in endoplasmic reticulum,response to endoplasmic reticulum stress,cell redox homeostasis,oxidation-reduction process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress","endoplasmic reticulum,endoplasmic reticulum lumen,membrane,endoplasmic reticulum chaperone complex","dnajc10","ATPase activator activity,protein binding,protein disulfide oxidoreductase activity,disulfide oxidoreductase activity,oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor,Hsp70 protein binding,chaperone binding,ATPase binding,misfolded protein binding","DnaJ homolog subfamily C member 10","DJC10_MOUSE",0.000148431,"Q9DC23",3,3,3,2,3,3,3,3,39.58863068,38.62012482,24.6595993,16.0330925
"255","biological_process","integral component of membrane,ER membrane protein complex","emc7","molecular_function,carbohydrate binding","ER membrane protein complex subunit 7","EMC7_MOUSE",0.001814636,"Q9EP72",2,1,1,1,2,2,2,2,40.82778931,84.18413544,39.50450134,52.66071701
"256","cysteinyl-tRNA aminoacylation;","cytoplasm,cytosol;","cars","tRNA binding,cysteine-tRNA ligase activity,ATP binding,protein homodimerization activity,metal ion binding;","Cysteine--tRNA ligase, cytoplasmic;Isoform 2 of Cysteine--tRNA ligase, cytoplasmic","SYCC_MOUSE",0.002162089,"Q9ER72;Q9ER72-2",1,2,2,2,2,2,2,2,19.24685669,23.04159927,8.82818985,10.65326691
"257","regulation of receptor activity,negative regulation of Arp2/3 complex-mediated actin nucleation,actin filament debranching,regulation of actin cytoskeleton reorganization","intracellular","gmfg","actin binding,growth factor activity,Arp2/3 complex binding","Glia maturation factor gamma","GMFG_MOUSE",1.49e-09,"Q9ERL7",3,4,4,3,5,5,5,5,353.7938843,579.1782227,419.8564453,350.05896
"258","cGMP biosynthetic process,signal transduction,regulation of blood pressure,positive regulation of cGMP biosynthetic process,intracellular signal transduction,response to defense-related host nitric oxide production,relaxation of vascular smooth muscle","plasma membrane,guanylate cyclase complex, soluble","gucy1a3","guanylate cyclase activity,GTP binding,adenylate cyclase activity","Guanylate cyclase soluble subunit alpha-3","GCYA3_MOUSE",4.47e-06,"Q9ERL9",1,1,2,2,2,2,2,2,24.39548683,55.83206177,70.6364975,52.10496521
"259","response to endoplasmic reticulum stress,protein O-linked mannosylation,regulation of apoptotic process,cellular response to misfolded protein,ER-associated misfolded protein catabolic process","endoplasmic reticulum,endoplasmic reticulum lumen,endoplasmic reticulum membrane,membrane,endoplasmic reticulum chaperone complex","sdf2l1","dolichyl-phosphate-mannose-protein mannosyltransferase activity,chaperone binding,ATPase binding,misfolded protein binding","Stromal cell-derived factor 2-like protein 1","SDF2L_MOUSE",7.35e-47,"Q9ESP1",2,2,2,2,2,2,2,2,36.13161469,87.41656494,39.97223282,41.73025131
"260","neural tube formation,endocardium development,protein phosphorylation,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,positive regulation of protein binding,activation of protein kinase activity,hippo signaling,intracellular signal transduction,positive regulation of apoptotic process,positive regulation of fat cell differentiation,positive regulation of JNK cascade,negative regulation of organ growth,protein stabilization,positive regulation of sequence-specific DNA binding transcription factor activity,positive regulation of protein kinase B signaling,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors;;cell morphogenesis,patterning of blood vessels,neural tube formation,positive regulation of protein phosphorylation,endocardium development,protein phosphorylation,apoptotic process,regulation of mitotic cell cycle,central nervous system development,negative regulation of cell proliferation,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,keratinocyte differentiation,stress-activated protein kinase signaling cascade,positive regulation of protein binding,activation of protein kinase activity,positive regulation of peptidyl-serine phosphorylation,hippo signaling,intracellular signal transduction,positive regulation of apoptotic process,positive regulation of fat cell differentiation,negative regulation of organ growth,protein autophosphorylation,protein stabilization,primitive hemopoiesis,cell differentiation involved in embryonic placenta development,regulation of cell differentiation involved in embryonic placenta development,negative regulation of canonical Wnt signaling pathway,hepatocyte apoptotic process,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors","nucleus,cytoplasm,protein complex;;nucleus,nucleoplasm,cytoplasm,cytosol,nuclear body,protein complex","stk3;stk3;stk4","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,protein dimerization activity;;magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,transcription factor binding,identical protein binding,protein homodimerization activity,protein dimerization activity","Serine/threonine-protein kinase 3;Isoform 2 of Serine/threonine-protein kinase 3;Serine/threonine-protein kinase 4","STK3_MOUSE;STK3_MOUSE;STK4_MOUSE",0.000978108,"Q9JI10;Q9JI10-2;Q9JI11",2,2,2,2,2,2,2,2,7.429844379,20.65507889,21.6465683,11.24743843
"261","maturation of 5.8S rRNA,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of LSU-rRNA,Notch signaling pathway,cell proliferation","nucleus,nucleoplasm,nucleolus,preribosome, large subunit precursor,PeBoW complex","wdr12","protein binding","Ribosome biogenesis protein WDR12","WDR12_MOUSE",6.42e-22,"Q9JJA4",2,0,2,1,2,2,2,2,16.41536331,24.54210281,13.33398056,15.30307102
"262","proteolysis,chloride transport,chloride transmembrane transport","integral component of plasma membrane","clca3a1","intracellular calcium activated chloride channel activity,metallopeptidase activity,metal ion binding","Calcium-sensitive chloride conductance protein-1","Q9QX15_MOUSE",6.81e-18,"Q9QX15",4,3,3,2,4,4,4,4,210.5734406,173.3198547,198.1452484,149.9900818
"263","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,proteolysis,sensory perception of sound,histone deacetylation,proteasome-mediated ubiquitin-dependent protein catabolic process,response to estrogen,fat cell differentiation,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,response to steroid hormone,canonical Wnt signaling pathway","histone deacetylase complex,nucleus,nucleoplasm,transcription factor complex,spindle microtubule,transcriptional repressor complex","tbl1x","DNA binding,chromatin binding,transcription corepressor activity,protein binding,beta-catenin binding,protein C-terminus binding,transcription factor binding,protein domain specific binding,histone binding,transcription regulatory region DNA binding","F-box-like/WD repeat-containing protein TBL1X","TBL1X_MOUSE",0.002786914,"Q9QXE7",1,0,1,1,2,2,2,2,7.096538544,13.94350624,15.96302032,9.198030472
"264","desmosome assembly,positive regulation of gene expression,protein localization to plasma membrane,cell-cell adhesion,negative regulation of mRNA catabolic process;","nucleus,nucleoplasm,plasma membrane,cell-cell adherens junction,spot adherens junction,cell junction,desmosome,messenger ribonucleoprotein complex;","pkp3","protein binding,enzyme binding,alpha-catenin binding,cell adhesion molecule binding,cadherin binding involved in cell-cell adhesion;","Plakophilin-3;Isoform 2 of Plakophilin-3","PKP3_MOUSE",0.002058094,"Q9QY23;Q9QY23-2",1,0,2,2,2,2,2,2,24.69993973,27.68299675,28.35407257,17.23484993
"265","ERAD pathway,cellular protein complex assembly,chaperone mediated protein folding requiring cofactor,chaperone cofactor-dependent protein refolding,cellular response to misfolded protein","endoplasmic reticulum,membrane,integral component of endoplasmic reticulum membrane,nuclear membrane","dnajb12","Hsp70 protein binding","DnaJ homolog subfamily B member 12","DJB12_MOUSE",5.5e-05,"Q9QYI4",1,1,2,2,2,2,2,2,8.587127686,7.113497734,4.094097137,7.479745388
"266","","nucleus","fam50a","RNA binding","Protein FAM50A","FA50A_MOUSE",2.64e-12,"Q9WV03",2,1,2,2,2,2,2,2,5.223041534,2,7.92042923,11.47505283
"267","cellular response to interferon-beta,defense response to protozoan,adhesion of symbiont to host,defense response to Gram-positive bacterium,cellular response to lipopolysaccharide,cellular response to interferon-gamma","Golgi membrane,nucleoplasm,cytosol,actin cytoskeleton,symbiont-containing vacuole membrane,cytoplasmic vesicle,perinuclear region of cytoplasm","gbp2","GTPase activity,GTP binding","Guanylate-binding protein 1","GBP2_MOUSE",7.38e-26,"Q9Z0E6",4,2,6,4,6,6,6,6,16.78671455,20.25359344,40.91486359,39.92935944
